"name","cruciality","blocking","delay","difference","difference_norm","ediff"
"Tech Elective, ECE 101","2","0","2","0.0245","0.0027222222222222222","43.24999999999999"
"Tech Elective, ECE 131","14","9","5","0.034","0.003777777777777778","155.2999999999999"
"Tech Elective, PHYC 160","15","8","7","0.054","0.006","299.94999999999993"
"Tech Elective, ENGL 120","14","7","7","0.0295","0.00295","132.39999999999998"
"Tech Elective, MATH 163","19","12","7","0.0865","0.00865","311.19999999999993"
"Tech Elective, PHYC 161","14","7","7","0.029","0.0029000000000000002","163.5999999999999"
"Tech Elective, PHYC 161L","4","0","4","0.0225","0.00225","56.999999999999964"
"Tech Elective, ECE 231","11","6","5","0.039","0.0039","101.49999999999994"
"Tech Elective, ECE 203","12","5","7","0.0475","0.004318181818181818","120.0"
"Tech Elective, ECE 238L","5","1","4","0.0535","0.004863636363636363","154.89999999999998"
"Tech Elective, Basic Science","2","0","2","0.035","0.003181818181818182","124.54999999999991"
"Tech Elective, Basic Science Lab","2","0","2","0.024","0.002181818181818182","33.15000000000002"
"Tech Elective, ENGL 219","4","0","4","0.014","0.0012727272727272728","54.2"
"Tech Elective, ECON 105","2","0","2","0.048","0.004363636363636364","181.45"
"Tech Elective, ECE 206L","7","1","6","0.0165","0.0013750000000000001","58.849999999999916"
"Tech Elective, ECE 300","14","7","7","0.0285","0.002375","105.49999999999991"
"Tech Elective, ECE 213","10","3","7","0.027","0.00225","55.94999999999998"
"Tech Elective, MATH 264","6","1","5","0.061","0.005083333333333333","146.7499999999999"
"Tech Elective, ECE 330","8","3","5","0.028","0.0023333333333333335","65.64999999999998"
"Tech Elective, ECE 321L","8","1","7","0.0115","0.0008846153846153846","11.14999999999996"
"Tech Elective, MATH 327","8","2","6","0.0455","0.0035","132.64999999999995"
"Tech Elective, ECE 314","6","0","6","0.0465","0.003576923076923077","87.24999999999994"
"Tech Elective, ECE 340","9","2","7","0.021","0.0016153846153846155","86.35000000000002"
"Tech Elective, Second Language","2","0","2","0.022","0.0016923076923076922","60.94999999999996"
"Tech Elective, ECE 335","5","0","5","0.016","0.001142857142857143","30.15000000000002"
"Tech Elective, ECE 331","8","1","7","0.03","0.002142857142857143","69.34999999999992"
"Tech Elective, ECE 344L","7","0","7","0.0315","0.00225","44.64999999999998"
"Tech Elective, Social Sciences","2","0","2","0.045","0.0032142857142857142","72.69999999999996"
"Tech Elective, ECE 419","4","1","3","0.0335","0.0022333333333333333","8.04999999999995"
"Tech Elective, ECE 437","5","0","5","0.04","0.0026666666666666666","81.9"
"Tech Elective, ECE 435","7","0","7","0.0165","0.0011","36.7"
"Tech Elective, Tech Elective","2","0","2","0.012","0.00075","36.74999999999996"
"Tech Elective, Humanities","2","0","2","0.044","0.00275","87.84999999999997"
"Tech Elective, ECE 420","3","0","3","0.027","0.0016875","69.75000000000003"
"Tech Elective, ECE 440","5","0","5","0.016","0.001","40.2999999999999"
"Tech Elective, Tech Elective","2","0","2","0.073","0.0045625","42.54999999999997"
"Tech Elective, Fine Arts","2","0","2","0.0955","0.00596875","100.24999999999989"
"Tech Elective, Humanities","2","0","2","0.099","0.0061875","103.89999999999993"
"Humanities, ENGL 110","15","8","7","0.0315","0.0035","108.90000000000002"
"Humanities, MATH 162","20","13","7","0.077","0.008555555555555556","304.6"
"Humanities, ECE 101","2","0","2","0.03","0.003333333333333333","68.24999999999993"
"Humanities, ECE 131","14","9","5","0.0545","0.006055555555555555","149.3"
"Humanities, PHYC 160","15","8","7","0.054","0.006","247.3"
"Humanities, ENGL 120","14","7","7","0.022","0.0021999999999999997","59.449999999999946"
"Humanities, MATH 163","19","12","7","0.0975","0.00975","297.4999999999999"
"Humanities, PHYC 161","14","7","7","0.0495","0.00495","139.89999999999998"
"Humanities, PHYC 161L","4","0","4","0.0395","0.00395","106.60000000000018"
"Humanities, ECE 231","11","6","5","0.04","0.004","98.9"
"Humanities, ECE 203","12","5","7","0.0115","0.0010454545454545454","21.94999999999997"
"Humanities, ECE 238L","5","1","4","0.052","0.004727272727272727","188.4000000000001"
"Humanities, Basic Science","2","0","2","0.035","0.003181818181818182","150.75"
"Humanities, Basic Science Lab","2","0","2","0.004","0.00036363636363636367","82.04999999999991"
"Humanities, ENGL 219","4","0","4","0.027","0.0024545454545454545","62.49999999999996"
"Humanities, ECON 105","2","0","2","0.0335","0.0030454545454545456","168.35000000000002"
"Humanities, ECE 206L","7","1","6","0.0105","0.000875","6.000000000000033"
"Humanities, ECE 300","14","7","7","0.0265","0.0022083333333333334","76.04999999999991"
"Humanities, ECE 213","10","3","7","0.044","0.0036666666666666666","108.69999999999993"
"Humanities, MATH 264","6","1","5","0.0515","0.004291666666666667","185.09999999999997"
"Humanities, ECE 330","8","3","5","0.0155","0.0012916666666666667","37.8499999999999"
"Humanities, ECE 321L","8","1","7","0.0235","0.0018076923076923077","49.69999999999998"
"Humanities, MATH 327","8","2","6","0.0335","0.002576923076923077","70.69999999999999"
"Humanities, ECE 314","6","0","6","0.024","0.0018461538461538461","38.299999999999926"
"Humanities, ECE 340","9","2","7","0.036","0.002769230769230769","63.44999999999988"
"Humanities, Second Language","2","0","2","0.039","0.003","110.84999999999991"
"Humanities, ECE 335","5","0","5","0.006","0.0004285714285714286","22.249999999999865"
"Humanities, ECE 331","8","1","7","0.0255","0.0018214285714285713","29.69999999999999"
"Humanities, ECE 344L","7","0","7","0.0305","0.0021785714285714286","24.49999999999985"
"Humanities, Social Sciences","2","0","2","0.0225","0.0016071428571428571","79.55"
"Humanities, ECE 419","4","1","3","0.036","0.0024","70.1999999999999"
"Humanities, ECE 437","5","0","5","0.031","0.0020666666666666667","103.24999999999989"
"Humanities, ECE 435","7","0","7","0.0435","0.0029","58.099999999999945"
"Humanities, Tech Elective","2","0","2","0.0415","0.00259375","85.94999999999996"
"Humanities, Humanities","2","0","2","0.024","0.0015","56.09999999999985"
"Humanities, ECE 420","3","0","3","0.0135","0.00084375","25.94999999999996"
"Humanities, ECE 440","5","0","5","0.028","0.00175","65.65"
"Humanities, Tech Elective","2","0","2","0.0735","0.00459375","92.8"
"Humanities, Fine Arts","2","0","2","0.09","0.005625","46.94999999999995"
"Humanities, Humanities","2","0","2","0.0885","0.00553125","97.29999999999986"
"ECE 420, ENGL 110","16","8","8","0.0105","0.0011666666666666668","112.49999999999994"
"ECE 420, MATH 162","21","13","8","0.0575","0.006388888888888889","255.34999999999988"
"ECE 420, ECE 101","3","0","3","0.0045","0.0005","50.54999999999991"
"ECE 420, ECE 131","15","9","6","0.0495","0.0055000000000000005","180.54999999999998"
"ECE 420, PHYC 160","16","8","8","0.045","0.005","257.4"
"ECE 420, ENGL 120","15","7","8","0.017","0.0017000000000000001","46.1999999999999"
"ECE 420, MATH 163","20","12","8","0.064","0.0064","254.75"
"ECE 420, PHYC 161","15","7","8","0","0.0","93.7999999999999"
"ECE 420, PHYC 161L","5","0","5","0.0215","0.00215","41.79999999999997"
"ECE 420, ECE 231","12","6","6","0.0135","0.00135","60.4"
"ECE 420, ECE 203","13","5","8","0.0365","0.0033181818181818178","92.94999999999997"
"ECE 420, ECE 238L","6","1","5","0.0225","0.002045454545454545","114.59999999999988"
"ECE 420, Basic Science","3","0","3","0.0425","0.003863636363636364","90.39999999999992"
"ECE 420, Basic Science Lab","3","0","3","0.0195","0.0017727272727272728","45.39999999999998"
"ECE 420, ENGL 219","5","0","5","0.026","0.0023636363636363633","70.79999999999993"
"ECE 420, ECON 105","3","0","3","0.0435","0.0039545454545454545","213.85000000000002"
"ECE 420, ECE 206L","8","1","7","0.0415","0.0034583333333333337","92.7999999999999"
"ECE 420, ECE 300","15","7","8","0.015","0.00125","37.09999999999997"
"ECE 420, ECE 213","11","3","8","0.0225","0.001875","85.89999999999985"
"ECE 420, MATH 264","7","1","6","0.0425","0.003541666666666667","130.09999999999994"
"ECE 420, ECE 330","9","3","6","0","0.0","-14.450000000000003"
"ECE 420, ECE 321L","9","1","8","0.0155","0.0011923076923076924","29.449999999999783"
"ECE 420, MATH 327","9","2","7","0.052","0.004","87.2499999999999"
"ECE 420, ECE 314","7","0","7","0.0075","0.0005769230769230769","49.34999999999994"
"ECE 420, ECE 340","10","2","8","0.0185","0.001423076923076923","80.25"
"ECE 420, Second Language","3","0","3","0.0235","0.0018076923076923077","100.49999999999986"
"ECE 420, ECE 335","6","0","6","0.0205","0.0014642857142857144","78.59999999999997"
"ECE 420, ECE 331","9","1","8","0.02","0.0014285714285714286","31.349999999999863"
"ECE 420, ECE 344L","8","0","8","0.049","0.0035","84.14999999999992"
"ECE 420, Social Sciences","3","0","3","0.031","0.002214285714285714","102.64999999999995"
"ECE 420, ECE 419","5","1","4","0.009","0.0006","49.94999999999996"
"ECE 420, ECE 437","6","0","6","0.0055","0.00036666666666666667","48.099999999999966"
"ECE 420, ECE 435","8","0","8","0.013","0.0008666666666666666","31.299999999999937"
"ECE 420, Tech Elective","3","0","3","0.025","0.0015625","43.04999999999989"
"ECE 420, Humanities","3","0","3","0.012","0.00075","43.35000000000001"
"ECE 420, ECE 420","4","0","4","0","0.0","38.3499999999999"
"ECE 420, ECE 440","6","0","6","0.007","0.0004375","49.74999999999996"
"ECE 420, Tech Elective","3","0","3","0.058","0.003625","46.29999999999991"
"ECE 420, Fine Arts","3","0","3","0.056","0.0035","14.049999999999937"
"ECE 420, Humanities","3","0","3","0.07","0.004375","20.25000000000002"
"ECE 440, ENGL 110","18","8","10","0.018","0.002","117.50000000000003"
"ECE 440, MATH 162","23","13","10","0.077","0.008555555555555556","277.74999999999994"
"ECE 440, ECE 101","5","0","5","0.011","0.0012222222222222222","20.649999999999913"
"ECE 440, ECE 131","17","9","8","0.0115","0.0012777777777777779","146.04999999999993"
"ECE 440, PHYC 160","18","8","10","0.049","0.0054444444444444445","277.65"
"ECE 440, ENGL 120","17","7","10","0.011","0.0010999999999999998","46.24999999999999"
"ECE 440, MATH 163","22","12","10","0.0815","0.008150000000000001","270.25"
"ECE 440, PHYC 161","17","7","10","0.0335","0.00335","124.85000000000002"
"ECE 440, PHYC 161L","7","0","7","0.0135","0.00135","-8.700000000000063"
"ECE 440, ECE 231","14","6","8","0.0105","0.0010500000000000002","16.349999999999973"
"ECE 440, ECE 203","15","5","10","0.0155","0.001409090909090909","59.24999999999993"
"ECE 440, ECE 238L","8","1","7","0.013","0.0011818181818181817","73.35000000000005"
"ECE 440, Basic Science","5","0","5","0.0265","0.002409090909090909","96.5499999999999"
"ECE 440, Basic Science Lab","5","0","5","0.0295","0.0026818181818181815","45.64999999999991"
"ECE 440, ENGL 219","7","0","7","0.0065","0.0005909090909090908","31.949999999999854"
"ECE 440, ECON 105","5","0","5","0.0335","0.0030454545454545456","176.14999999999995"
"ECE 440, ECE 206L","10","1","9","0.0395","0.0032916666666666667","83.94999999999993"
"ECE 440, ECE 300","17","7","10","0.0195","0.001625","58.449999999999896"
"ECE 440, ECE 213","13","3","10","0.021","0.00175","34.39999999999992"
"ECE 440, MATH 264","9","1","8","0.05","0.004166666666666667","169.34999999999985"
"ECE 440, ECE 330","11","3","8","0.0195","0.001625","15.549999999999955"
"ECE 440, ECE 321L","11","1","10","0.0215","0.0016538461538461537","52.94999999999986"
"ECE 440, MATH 327","11","2","9","0.0465","0.003576923076923077","148.99999999999986"
"ECE 440, ECE 314","9","0","9","0.039","0.003","55.450000000000024"
"ECE 440, ECE 340","12","2","10","0.008","0.0006153846153846154","72.64999999999998"
"ECE 440, Second Language","5","0","5","0.0155","0.0011923076923076924","84.49999999999994"
"ECE 440, ECE 335","8","0","8","0.017","0.0012142857142857144","58.29999999999994"
"ECE 440, ECE 331","11","1","10","0.005","0.00035714285714285714","40.59999999999992"
"ECE 440, ECE 344L","10","0","10","0.02","0.0014285714285714286","46.849999999999994"
"ECE 440, Social Sciences","5","0","5","0.024","0.0017142857142857144","77.4499999999999"
"ECE 440, ECE 419","7","1","6","0.019","0.0012666666666666666","51.549999999999955"
"ECE 440, ECE 437","8","0","8","0.0225","0.0015","32.24999999999994"
"ECE 440, ECE 435","10","0","10","0.0215","0.0014333333333333331","58.04999999999991"
"ECE 440, Tech Elective","5","0","5","0.021","0.0013125","49.55000000000002"
"ECE 440, Humanities","5","0","5","0.033","0.0020625","84.69999999999996"
"ECE 440, ECE 420","6","0","6","0.008","0.0005","29.44999999999992"
"ECE 440, ECE 440","8","0","8","0.0385","0.00240625","71.89999999999995"
"ECE 440, Tech Elective","5","0","5","0.0565","0.00353125","2.849999999999998"
"ECE 440, Fine Arts","5","0","5","0.063","0.0039375","50.19999999999986"
"ECE 440, Humanities","5","0","5","0.0865","0.00540625","75.14999999999995"
"Tech Elective, ENGL 110","15","8","7","0.059","0.006555555555555555","101.69999999999989"
"Tech Elective, MATH 162","20","13","7","0.081","0.009000000000000001","267.8"
"Tech Elective, ECE 101","2","0","2","0.0235","0.002611111111111111","-9.000000000000117"
"Tech Elective, ECE 131","14","9","5","0.0605","0.006722222222222222","184.55000000000007"
"Tech Elective, PHYC 160","15","8","7","0.074","0.008222222222222221","251.89999999999992"
"Tech Elective, ENGL 120","14","7","7","0.0445","0.00445","79.69999999999995"
"Tech Elective, MATH 163","19","12","7","0.1105","0.01105","269.54999999999995"
"Tech Elective, PHYC 161","14","7","7","0.064","0.0064","124.35000000000002"
"Tech Elective, PHYC 161L","4","0","4","0.062","0.0062","42.8"
"Tech Elective, ECE 231","11","6","5","0.0565","0.0056500000000000005","100.45"
"Tech Elective, ECE 203","12","5","7","0.073","0.0066363636363636356","93.84999999999998"
"Tech Elective, ECE 238L","5","1","4","0.0685","0.006227272727272728","128.84999999999997"
"Tech Elective, Basic Science","2","0","2","0.0855","0.007772727272727273","199.54999999999993"
"Tech Elective, Basic Science Lab","2","0","2","0.038","0.0034545454545454545","47.549999999999905"
"Tech Elective, ENGL 219","4","0","4","0.0495","0.0045000000000000005","74.84999999999991"
"Tech Elective, ECON 105","2","0","2","0.0595","0.0054090909090909085","164.89999999999998"
"Tech Elective, ECE 206L","7","1","6","0.0625","0.005208333333333333","51.34999999999998"
"Tech Elective, ECE 300","14","7","7","0.056","0.004666666666666667","96.24999999999997"
"Tech Elective, ECE 213","10","3","7","0.0455","0.0037916666666666667","39.69999999999991"
"Tech Elective, MATH 264","6","1","5","0.068","0.005666666666666667","121.79999999999993"
"Tech Elective, ECE 330","8","3","5","0.0405","0.003375","17.09999999999998"
"Tech Elective, ECE 321L","8","1","7","0.055","0.004230769230769231","81.85"
"Tech Elective, MATH 327","8","2","6","0.0755","0.005807692307692307","117.59999999999998"
"Tech Elective, ECE 314","6","0","6","0.0645","0.004961538461538462","97.89999999999995"
"Tech Elective, ECE 340","9","2","7","0.0875","0.00673076923076923","132.8499999999999"
"Tech Elective, Second Language","2","0","2","0.0695","0.005346153846153847","96.29999999999997"
"Tech Elective, ECE 335","5","0","5","0.041","0.002928571428571429","64.59999999999987"
"Tech Elective, ECE 331","8","1","7","0.0695","0.0049642857142857145","78.2499999999999"
"Tech Elective, ECE 344L","7","0","7","0.051","0.0036428571428571426","69.84999999999994"
"Tech Elective, Social Sciences","2","0","2","0.0615","0.004392857142857143","60.10000000000001"
"Tech Elective, ECE 419","4","1","3","0.051","0.0034","32.19999999999999"
"Tech Elective, ECE 437","5","0","5","0.044","0.0029333333333333334","61.45000000000002"
"Tech Elective, ECE 435","7","0","7","0.0495","0.0033","46.59999999999995"
"Tech Elective, Tech Elective","2","0","2","0.069","0.0043125","56.99999999999985"
"Tech Elective, Humanities","2","0","2","0.0755","0.00471875","52.999999999999936"
"Tech Elective, ECE 420","3","0","3","0.0535","0.00334375","69.65"
"Tech Elective, ECE 440","5","0","5","0.048","0.003","65.85000000000005"
"Tech Elective, Tech Elective","2","0","2","0.0375","0.00234375","65.5499999999999"
"Tech Elective, Fine Arts","2","0","2","0.1035","0.00646875","75.34999999999997"
"Tech Elective, Humanities","2","0","2","0.122","0.007625","60.450000000000074"
"Fine Arts, ENGL 110","15","8","7","0.0645","0.007166666666666667","88.99999999999993"
"Fine Arts, MATH 162","20","13","7","0.112","0.012444444444444445","296.45"
"Fine Arts, ECE 101","2","0","2","0.0695","0.007722222222222223","43.09999999999997"
"Fine Arts, ECE 131","14","9","5","0.0775","0.008611111111111111","135.04999999999995"
"Fine Arts, PHYC 160","15","8","7","0.088","0.009777777777777778","242.0999999999999"
"Fine Arts, ENGL 120","14","7","7","0.094","0.0094","128.39999999999992"
"Fine Arts, MATH 163","19","12","7","0.122","0.012199999999999999","273.34999999999985"
"Fine Arts, PHYC 161","14","7","7","0.08","0.008","153.39999999999998"
"Fine Arts, PHYC 161L","4","0","4","0.0535","0.00535","30.549999999999965"
"Fine Arts, ECE 231","11","6","5","0.0565","0.0056500000000000005","81.35000000000002"
"Fine Arts, ECE 203","12","5","7","0.054","0.004909090909090909","48.54999999999996"
"Fine Arts, ECE 238L","5","1","4","0.0775","0.007045454545454546","127.64999999999993"
"Fine Arts, Basic Science","2","0","2","0.0845","0.007681818181818182","155.79999999999995"
"Fine Arts, Basic Science Lab","2","0","2","0.074","0.006727272727272727","71.49999999999991"
"Fine Arts, ENGL 219","4","0","4","0.0645","0.005863636363636363","66.35"
"Fine Arts, ECON 105","2","0","2","0.081","0.007363636363636364","174.19999999999996"
"Fine Arts, ECE 206L","7","1","6","0.0575","0.004791666666666667","45.89999999999985"
"Fine Arts, ECE 300","14","7","7","0.072","0.005999999999999999","84.70000000000005"
"Fine Arts, ECE 213","10","3","7","0.049","0.004083333333333334","27.9999999999999"
"Fine Arts, MATH 264","6","1","5","0.069","0.005750000000000001","95.84999999999998"
"Fine Arts, ECE 330","8","3","5","0.085","0.007083333333333334","96.79999999999991"
"Fine Arts, ECE 321L","8","1","7","0.072","0.005538461538461538","57.399999999999984"
"Fine Arts, MATH 327","8","2","6","0.0575","0.004423076923076924","84.29999999999994"
"Fine Arts, ECE 314","6","0","6","0.068","0.0052307692307692315","49.1999999999999"
"Fine Arts, ECE 340","9","2","7","0.0695","0.005346153846153847","75.39999999999992"
"Fine Arts, Second Language","2","0","2","0.083","0.006384615384615385","102.3"
"Fine Arts, ECE 335","5","0","5","0.04","0.002857142857142857","14.649999999999942"
"Fine Arts, ECE 331","8","1","7","0.0725","0.005178571428571428","71.89999999999992"
"Fine Arts, ECE 344L","7","0","7","0.0745","0.005321428571428572","23.149999999999952"
"Fine Arts, Social Sciences","2","0","2","0.078","0.005571428571428572","110.09999999999994"
"Fine Arts, ECE 419","4","1","3","0.0685","0.004566666666666667","96.94999999999997"
"Fine Arts, ECE 437","5","0","5","0.071","0.004733333333333333","39.249999999999936"
"Fine Arts, ECE 435","7","0","7","0.043","0.0028666666666666662","-17.800000000000008"
"Fine Arts, Tech Elective","2","0","2","0.08","0.005","40.149999999999935"
"Fine Arts, Humanities","2","0","2","0.081","0.0050625","77.70000000000002"
"Fine Arts, ECE 420","3","0","3","0.059","0.0036875","53.24999999999986"
"Fine Arts, ECE 440","5","0","5","0.057","0.0035625","35.44999999999994"
"Fine Arts, Tech Elective","2","0","2","0.1115","0.00696875","63.75"
"Fine Arts, Fine Arts","2","0","2","0.0565","0.00353125","44.14999999999992"
"Fine Arts, Humanities","2","0","2","0.129","0.0080625","39.4999999999999"
"Humanities, ENGL 110","15","8","7","0.0805","0.008944444444444444","105.2999999999999"
"Humanities, MATH 162","20","13","7","0.128","0.014222222222222223","262.25"
"Humanities, ECE 101","2","0","2","0.059","0.006555555555555555","32.99999999999993"
"Humanities, ECE 131","14","9","5","0.0935","0.010388888888888888","182.84999999999997"
"Humanities, PHYC 160","15","8","7","0.096","0.010666666666666666","227.54999999999995"
"Humanities, ENGL 120","14","7","7","0.0955","0.00955","119.54999999999997"
"Humanities, MATH 163","19","12","7","0.128","0.0128","238.84999999999985"
"Humanities, PHYC 161","14","7","7","0.069","0.006900000000000001","122.44999999999997"
"Humanities, PHYC 161L","4","0","4","0.0675","0.006750000000000001","37.050000000000026"
"Humanities, ECE 231","11","6","5","0.09","0.009","102.54999999999991"
"Humanities, ECE 203","12","5","7","0.0815","0.0074090909090909094","57.000000000000014"
"Humanities, ECE 238L","5","1","4","0.0895","0.008136363636363636","118.54999999999993"
"Humanities, Basic Science","2","0","2","0.0735","0.006681818181818181","74.04999999999994"
"Humanities, Basic Science Lab","2","0","2","0.0515","0.004681818181818182","25.649999999999928"
"Humanities, ENGL 219","4","0","4","0.0855","0.007772727272727273","61.549999999999855"
"Humanities, ECON 105","2","0","2","0.1105","0.010045454545454545","197.64999999999998"
"Humanities, ECE 206L","7","1","6","0.089","0.007416666666666666","66.54999999999998"
"Humanities, ECE 300","14","7","7","0.076","0.006333333333333333","108.74999999999989"
"Humanities, ECE 213","10","3","7","0.0805","0.0067083333333333335","108.99999999999996"
"Humanities, MATH 264","6","1","5","0.0835","0.006958333333333334","92.19999999999999"
"Humanities, ECE 330","8","3","5","0.0615","0.005125","-0.8000000000000131"
"Humanities, ECE 321L","8","1","7","0.08","0.006153846153846154","59.09999999999997"
"Humanities, MATH 327","8","2","6","0.09","0.006923076923076922","103.89999999999995"
"Humanities, ECE 314","6","0","6","0.069","0.005307692307692308","19.449999999999918"
"Humanities, ECE 340","9","2","7","0.086","0.006615384615384615","39.69999999999993"
"Humanities, Second Language","2","0","2","0.084","0.006461538461538462","60.999999999999986"
"Humanities, ECE 335","5","0","5","0.0615","0.004392857142857143","8.699999999999912"
"Humanities, ECE 331","8","1","7","0.0765","0.005464285714285714","73.75"
"Humanities, ECE 344L","7","0","7","0.0945","0.00675","76.24999999999997"
"Humanities, Social Sciences","2","0","2","0.0895","0.006392857142857143","94.24999999999991"
"Humanities, ECE 419","4","1","3","0.069","0.004600000000000001","44.399999999999864"
"Humanities, ECE 437","5","0","5","0.0525","0.0035","35.39999999999998"
"Humanities, ECE 435","7","0","7","0.062","0.0041333333333333335","43.24999999999996"
"Humanities, Tech Elective","2","0","2","0.0735","0.00459375","45.70000000000004"
"Humanities, Humanities","2","0","2","0.0885","0.00553125","69.30000000000003"
"Humanities, ECE 420","3","0","3","0.0675","0.00421875","73.35000000000004"
"Humanities, ECE 440","5","0","5","0.0785","0.00490625","61.69999999999992"
"Humanities, Tech Elective","2","0","2","0.1305","0.00815625","62.849999999999994"
"Humanities, Fine Arts","2","0","2","0.114","0.007125","17.799999999999915"
"Humanities, Humanities","2","0","2","0.065","0.0040625","41.24999999999995"
