"name","cruciality","blocking","delay","difference","difference_norm","ediff"
"PHYC 161L, ECE 419","6","1","5","0.0235","0.002611111111111111","39.94999999999988"
"PHYC 161L, ECE 437","7","0","7","0.011","0.0012222222222222222","14.099999999999888"
"PHYC 161L, ECE 435","9","0","9","0.012","0.0013333333333333333","-7.450000000000177"
"PHYC 161L, Tech Elective","4","0","4","0.0185","0.0018499999999999999","25.099999999999902"
"PHYC 161L, Humanities","4","0","4","0.01","0.001","47.54999999999992"
"PHYC 161L, ECE 420","5","0","5","0","0.0","-15.500000000000071"
"PHYC 161L, ECE 440","7","0","7","0.005","0.0005","7.549999999999944"
"PHYC 161L, Tech Elective","4","0","4","0.031","0.0031","12.099999999999998"
"PHYC 161L, Fine Arts","4","0","4","0.0545","0.00545","39.39999999999992"
"PHYC 161L, Humanities","4","0","4","0.0785","0.00785","48.899999999999984"
"ECE 231, ENGL 110","24","14","10","0.024","0.008","137.34999999999997"
"ECE 231, MATH 162","29","19","10","0.07","0.023333333333333334","293.5999999999999"
"ECE 231, ECE 101","11","6","5","0.025","0.008333333333333333","92.30000000000004"
"ECE 231, ECE 131","23","15","8","0.034","0.011333333333333334","198.39999999999995"
"ECE 231, PHYC 160","24","14","10","0.0605","0.020166666666666666","319.49999999999994"
"ECE 231, ENGL 120","23","13","10","0.0325","0.008125","163.89999999999986"
"ECE 231, MATH 163","28","18","10","0.081","0.02025","253.75"
"ECE 231, PHYC 161","23","13","10","0.0375","0.009375","172.7999999999999"
"ECE 231, PHYC 161L","13","6","7","0.015","0.00375","101.69999999999997"
"ECE 231, ECE 231","20","12","8","0.0135","0.003375","74.84999999999988"
"ECE 231, ECE 203","21","11","10","0.039","0.0078","126.19999999999995"
"ECE 231, ECE 238L","14","7","7","0.0385","0.0077","179.24999999999986"
"ECE 231, Basic Science","11","6","5","0.0305","0.0060999999999999995","194.94999999999996"
"ECE 231, Basic Science Lab","11","6","5","0.0095","0.0019","96.79999999999995"
"ECE 231, ENGL 219","13","6","7","0.0215","0.0043","96.04999999999997"
"ECE 231, ECON 105","11","6","5","0.0595","0.011899999999999999","240.9"
"ECE 231, ECE 206L","16","7","9","0.0145","0.002416666666666667","71.65000000000005"
"ECE 231, ECE 300","23","13","10","0.022","0.0036666666666666666","140.84999999999988"
"ECE 231, ECE 213","19","9","10","0.0245","0.004083333333333334","114.49999999999993"
"ECE 231, MATH 264","15","7","8","0.0275","0.004583333333333333","164.9999999999999"
"ECE 231, ECE 330","17","9","8","0.0285","0.00475","133.5499999999999"
"ECE 231, ECE 321L","17","7","10","0.0195","0.002785714285714286","71.49999999999991"
"ECE 231, MATH 327","17","8","9","0.049","0.007","158.3499999999999"
"ECE 231, ECE 314","15","6","9","0.029","0.0041428571428571434","117.19999999999987"
"ECE 231, ECE 340","18","8","10","0.015","0.002142857142857143","118.34999999999997"
"ECE 231, Second Language","11","6","5","0.039","0.005571428571428572","121.4499999999999"
"ECE 231, ECE 335","14","6","8","0.0055","0.0006875","86.09999999999985"
"ECE 231, ECE 331","17","7","10","0.0315","0.0039375","100.94999999999987"
"ECE 231, ECE 344L","16","6","10","0.047","0.005875","92.00000000000006"
"ECE 231, Social Sciences","11","6","5","0.01","0.00125","93.55"
"ECE 231, ECE 419","13","7","6","0.0085","0.0009444444444444445","94.89999999999989"
"ECE 231, ECE 437","14","6","8","0.0235","0.002611111111111111","84.89999999999998"
"ECE 231, ECE 435","16","6","10","0.007","0.0007777777777777778","99.44999999999992"
"ECE 231, Tech Elective","11","6","5","0.0085","0.0008500000000000001","85.85000000000005"
"ECE 231, Humanities","11","6","5","0.037","0.0036999999999999997","121.44999999999996"
"ECE 231, ECE 420","12","6","6","0.015","0.0015","46.89999999999992"
"ECE 231, ECE 440","14","6","8","0.011","0.0010999999999999998","42.7499999999999"
"ECE 231, Tech Elective","11","6","5","0.049","0.0049","76.9"
"ECE 231, Fine Arts","11","6","5","0.073","0.007299999999999999","161.70000000000005"
"ECE 231, Humanities","11","6","5","0.068","0.0068000000000000005","80.39999999999986"
"ECE 203, ENGL 110","25","13","12","0.03","0.0075","136.64999999999998"
"ECE 203, MATH 162","30","18","12","0.082","0.0205","283.54999999999995"
"ECE 203, ECE 101","12","5","7","0.017","0.00425","70.05000000000004"
"ECE 203, ECE 131","24","14","10","0.0515","0.012875","215.0"
"ECE 203, PHYC 160","25","13","12","0.052","0.013","278.2"
"ECE 203, ENGL 120","24","12","12","0.031","0.0062","96.9499999999999"
"ECE 203, MATH 163","29","17","12","0.0715","0.014299999999999998","261.54999999999995"
"ECE 203, PHYC 161","24","12","12","0.029","0.0058000000000000005","171.74999999999994"
"ECE 203, PHYC 161L","14","5","9","0.023","0.0046","98.1999999999999"
"ECE 203, ECE 231","21","11","10","0.0385","0.0077","142.9999999999999"
"ECE 203, ECE 203","22","10","12","0.015","0.0025","59.00000000000001"
"ECE 203, ECE 238L","15","6","9","0.0255","0.0042499999999999994","154.04999999999995"
"ECE 203, Basic Science","12","5","7","0.007","0.0011666666666666668","95.20000000000002"
"ECE 203, Basic Science Lab","12","5","7","0.007","0.0011666666666666668","38.749999999999986"
"ECE 203, ENGL 219","14","5","9","0.011","0.0018333333333333333","40.14999999999999"
"ECE 203, ECON 105","12","5","7","0.0565","0.009416666666666667","188.24999999999991"
"ECE 203, ECE 206L","17","6","11","0.0175","0.0025","81.64999999999999"
"ECE 203, ECE 300","24","12","12","0.033","0.004714285714285714","136.1999999999999"
"ECE 203, ECE 213","20","8","12","0.0515","0.007357142857142856","119.24999999999986"
"ECE 203, MATH 264","16","6","10","0.042","0.006","121.69999999999997"
"ECE 203, ECE 330","18","8","10","0.018","0.0025714285714285713","89.99999999999994"
"ECE 203, ECE 321L","18","6","12","0.033","0.004125","73.30000000000001"
"ECE 203, MATH 327","18","7","11","0.041","0.005125","124.15"
"ECE 203, ECE 314","16","5","11","0.0205","0.0025625","71.29999999999995"
"ECE 203, ECE 340","19","7","12","0.0205","0.0025625","93.94999999999996"
"ECE 203, Second Language","12","5","7","0.048","0.006","120.44999999999985"
"ECE 203, ECE 335","15","5","10","0.0315","0.0035","86.3"
"ECE 203, ECE 331","18","6","12","0.0145","0.0016111111111111111","59.94999999999994"
"ECE 203, ECE 344L","17","5","12","0.064","0.0071111111111111115","127.19999999999995"
"ECE 203, Social Sciences","12","5","7","0.0275","0.0030555555555555557","80.04999999999994"
"ECE 203, ECE 419","14","6","8","0.0145","0.0014500000000000001","-1.8500000000000236"
"ECE 203, ECE 437","15","5","10","0.0245","0.00245","51.249999999999936"
"ECE 203, ECE 435","17","5","12","0.0305","0.0030499999999999998","64.69999999999993"
"ECE 203, Tech Elective","12","5","7","0.042","0.0038181818181818182","76.59999999999994"
"ECE 203, Humanities","12","5","7","0.031","0.002818181818181818","52.499999999999915"
"ECE 203, ECE 420","13","5","8","0.0425","0.003863636363636364","83.64999999999995"
"ECE 203, ECE 440","15","5","10","0.027","0.0024545454545454545","65.04999999999995"
"ECE 203, Tech Elective","12","5","7","0.058","0.005272727272727273","58.549999999999926"
"ECE 203, Fine Arts","12","5","7","0.051","0.004636363636363636","33.949999999999875"
"ECE 203, Humanities","12","5","7","0.077","0.007","74.64999999999989"
"ECE 238L, ENGL 110","18","9","9","0.0275","0.006875","178.89999999999998"
"ECE 238L, MATH 162","23","14","9","0.0965","0.024125","366.3999999999999"
"ECE 238L, ECE 101","5","1","4","0.021","0.00525","114.35000000000002"
"ECE 238L, ECE 131","17","10","7","0.0395","0.009875","198.09999999999997"
"ECE 238L, PHYC 160","18","9","9","0.056","0.014","329.4999999999999"
"ECE 238L, ENGL 120","17","8","9","0.0225","0.0045","148.4999999999999"
"ECE 238L, MATH 163","22","13","9","0.097","0.0194","373.04999999999995"
"ECE 238L, PHYC 161","17","8","9","0.047","0.0094","206.0"
"ECE 238L, PHYC 161L","7","1","6","0.034","0.0068000000000000005","131.0999999999999"
"ECE 238L, ECE 231","14","7","7","0.033","0.0066","194.19999999999993"
"ECE 238L, ECE 203","15","6","9","0.0265","0.004416666666666667","122.74999999999997"
"ECE 238L, ECE 238L","8","2","6","0.03","0.005","131.4499999999999"
"ECE 238L, Basic Science","5","1","4","0.0285","0.00475","214.79999999999998"
"ECE 238L, Basic Science Lab","5","1","4","0.0025","0.0004166666666666667","83.64999999999995"
"ECE 238L, ENGL 219","7","1","6","0.021","0.0035","139.69999999999993"
"ECE 238L, ECON 105","5","1","4","0.036","0.005999999999999999","240.5"
"ECE 238L, ECE 206L","10","2","8","0.0115","0.0016428571428571427","80.59999999999987"
"ECE 238L, ECE 300","17","8","9","0.048","0.006857142857142858","154.39999999999995"
"ECE 238L, ECE 213","13","4","9","0.017","0.002428571428571429","109.00000000000001"
"ECE 238L, MATH 264","9","2","7","0.0255","0.0036428571428571426","139.54999999999995"
"ECE 238L, ECE 330","11","4","7","0.006","0.0008571428571428572","65.44999999999986"
"ECE 238L, ECE 321L","11","2","9","0.0485","0.0060625","136.84999999999994"
"ECE 238L, MATH 327","11","3","8","0.033","0.004125","157.00000000000003"
"ECE 238L, ECE 314","9","1","8","0.027","0.003375","137.10000000000002"
"ECE 238L, ECE 340","12","3","9","0.0105","0.0013125","97.34999999999991"
"ECE 238L, Second Language","5","1","4","0.049","0.006125","181.19999999999993"
"ECE 238L, ECE 335","8","1","7","0.018","0.002","95.39999999999992"
"ECE 238L, ECE 331","11","2","9","0.0095","0.0010555555555555555","130.5499999999999"
"ECE 238L, ECE 344L","10","1","9","0.0275","0.0030555555555555557","122.25000000000003"
"ECE 238L, Social Sciences","5","1","4","0.034","0.003777777777777778","123.64999999999995"
"ECE 238L, ECE 419","7","2","5","0.0215","0.00215","125.45"
"ECE 238L, ECE 437","8","1","7","0.0275","0.00275","115.04999999999994"
"ECE 238L, ECE 435","10","1","9","0.017","0.0017000000000000001","124.29999999999988"
"ECE 238L, Tech Elective","5","1","4","0.032","0.0029090909090909093","116.94999999999986"
"ECE 238L, Humanities","5","1","4","0.0275","0.0025","72.84999999999985"
"ECE 238L, ECE 420","6","1","5","0.02","0.0018181818181818182","79.84999999999998"
"ECE 238L, ECE 440","8","1","7","0.0205","0.0018636363636363638","109.04999999999998"
"ECE 238L, Tech Elective","5","1","4","0.059","0.005363636363636363","91.34999999999992"
"ECE 238L, Fine Arts","5","1","4","0.0555","0.005045454545454546","96.14999999999989"
"ECE 238L, Humanities","5","1","4","0.088","0.008","106.84999999999992"
"Basic Science, ENGL 110","15","8","7","0.041","0.01025","177.1499999999999"
"Basic Science, MATH 162","20","13","7","0.09","0.0225","352.80000000000007"
"Basic Science, ECE 101","2","0","2","0.0175","0.004375","108.94999999999992"
"Basic Science, ECE 131","14","9","5","0.052","0.013","258.15"
"Basic Science, PHYC 160","15","8","7","0.0485","0.012125","306.3999999999999"
"Basic Science, ENGL 120","14","7","7","0.033","0.0066","183.30000000000004"
"Basic Science, MATH 163","19","12","7","0.0645","0.0129","282.75"
"Basic Science, PHYC 161","14","7","7","0.0605","0.0121","209.89999999999998"
"Basic Science, PHYC 161L","4","0","4","0.019","0.0038","98.99999999999996"
"Basic Science, ECE 231","11","6","5","0.0325","0.006500000000000001","192.94999999999993"
"Basic Science, ECE 203","12","5","7","0.0145","0.002416666666666667","127.74999999999997"
"Basic Science, ECE 238L","5","1","4","0.0315","0.00525","193.39999999999995"
"Basic Science, Basic Science","2","0","2","0.027","0.0045","116.09999999999991"
"Basic Science, Basic Science Lab","2","0","2","0.028","0.004666666666666667","127.20000000000005"
"Basic Science, ENGL 219","4","0","4","0.0265","0.004416666666666667","163.99999999999994"
"Basic Science, ECON 105","2","0","2","0.064","0.010666666666666666","255.19999999999987"
"Basic Science, ECE 206L","7","1","6","0","0.0","110.29999999999995"
"Basic Science, ECE 300","14","7","7","0.031","0.004428571428571428","227.54999999999998"
"Basic Science, ECE 213","10","3","7","0.0385","0.0055","122.24999999999989"
"Basic Science, MATH 264","6","1","5","0.036","0.005142857142857143","190.2"
"Basic Science, ECE 330","8","3","5","0.0265","0.0037857142857142855","134.64999999999992"
"Basic Science, ECE 321L","8","1","7","0.0205","0.0025625","91.14999999999998"
"Basic Science, MATH 327","8","2","6","0.03","0.00375","196.69999999999996"
"Basic Science, ECE 314","6","0","6","0.0225","0.0028125","109.00000000000003"
"Basic Science, ECE 340","9","2","7","0.0355","0.0044375","151.59999999999997"
"Basic Science, Second Language","2","0","2","0.0255","0.0031875","115.9"
"Basic Science, ECE 335","5","0","5","0.037","0.0041111111111111105","154.95000000000002"
"Basic Science, ECE 331","8","1","7","0.013","0.0014444444444444444","82.60000000000002"
"Basic Science, ECE 344L","7","0","7","0.0385","0.004277777777777778","139.3999999999999"
"Basic Science, Social Sciences","2","0","2","0.023","0.0025555555555555557","125.04999999999993"
"Basic Science, ECE 419","4","1","3","0.0265","0.00265","126.24999999999997"
"Basic Science, ECE 437","5","0","5","0.013","0.0013","76.70000000000002"
"Basic Science, ECE 435","7","0","7","0.028","0.0028","148.85000000000005"
"Basic Science, Tech Elective","2","0","2","0.023","0.0020909090909090908","113.54999999999998"
"Basic Science, Humanities","2","0","2","0.0395","0.003590909090909091","116.84999999999992"
"Basic Science, ECE 420","3","0","3","0.017","0.0015454545454545456","94.99999999999993"
"Basic Science, ECE 440","5","0","5","0.0475","0.004318181818181818","159.39999999999998"
"Basic Science, Tech Elective","2","0","2","0.0675","0.006136363636363637","151.44999999999987"
"Basic Science, Fine Arts","2","0","2","0.081","0.007363636363636364","128.49999999999994"
"Basic Science, Humanities","2","0","2","0.0875","0.007954545454545454","123.94999999999993"
"Basic Science Lab, ENGL 110","15","8","7","0.0345","0.008625","136.84999999999994"
"Basic Science Lab, MATH 162","20","13","7","0.062","0.0155","301.3499999999999"
"Basic Science Lab, ECE 101","2","0","2","0.0215","0.005375","90.24999999999997"
"Basic Science Lab, ECE 131","14","9","5","0.0275","0.006875","155.45000000000005"
"Basic Science Lab, PHYC 160","15","8","7","0.0205","0.005125","234.14999999999992"
"Basic Science Lab, ENGL 120","14","7","7","0.021","0.004200000000000001","97.04999999999995"
"Basic Science Lab, MATH 163","19","12","7","0.0835","0.0167","281.4"
"Basic Science Lab, PHYC 161","14","7","7","0.013","0.0026","181.69999999999993"
"Basic Science Lab, PHYC 161L","4","0","4","0.0065","0.0013","-4.949999999999973"
"Basic Science Lab, ECE 231","11","6","5","0.0195","0.0039","126.09999999999998"
"Basic Science Lab, ECE 203","12","5","7","0.027","0.0045","113.89999999999996"
"Basic Science Lab, ECE 238L","5","1","4","0.0105","0.00175","106.99999999999997"
"Basic Science Lab, Basic Science","2","0","2","0.017","0.0028333333333333335","169.3499999999999"
"Basic Science Lab, Basic Science Lab","2","0","2","0.012","0.002","63.10000000000006"
"Basic Science Lab, ENGL 219","4","0","4","0.004","0.0006666666666666666","49.899999999999984"
"Basic Science Lab, ECON 105","2","0","2","0.027","0.0045","186.2999999999999"
"Basic Science Lab, ECE 206L","7","1","6","0.01","0.0014285714285714286","70.79999999999994"
"Basic Science Lab, ECE 300","14","7","7","0.026","0.0037142857142857142","99.55000000000004"
"Basic Science Lab, ECE 213","10","3","7","0.027","0.003857142857142857","89.09999999999998"
"Basic Science Lab, MATH 264","6","1","5","0.0285","0.004071428571428571","130.74999999999994"
"Basic Science Lab, ECE 330","8","3","5","0.0025","0.00035714285714285714","77.95000000000005"
"Basic Science Lab, ECE 321L","8","1","7","0.0145","0.0018125","48.49999999999986"
"Basic Science Lab, MATH 327","8","2","6","0.025","0.003125","56.699999999999946"
"Basic Science Lab, ECE 314","6","0","6","0.0255","0.0031875","88.99999999999983"
"Basic Science Lab, ECE 340","9","2","7","0","0.0","51.59999999999991"
"Basic Science Lab, Second Language","2","0","2","0.012","0.0015","106.65000000000006"
"Basic Science Lab, ECE 335","5","0","5","0","0.0","-44.6"
"Basic Science Lab, ECE 331","8","1","7","0.019","0.002111111111111111","82.59999999999998"
"Basic Science Lab, ECE 344L","7","0","7","0.042","0.004666666666666667","69.5499999999999"
"Basic Science Lab, Social Sciences","2","0","2","0.024","0.0026666666666666666","85.79999999999993"
"Basic Science Lab, ECE 419","4","1","3","0","0.0","46.59999999999994"
"Basic Science Lab, ECE 437","5","0","5","0.0145","0.0014500000000000001","62.94999999999999"
"Basic Science Lab, ECE 435","7","0","7","0.013","0.0013","63.15"
"Basic Science Lab, Tech Elective","2","0","2","0.013","0.0011818181818181817","65.50000000000001"
"Basic Science Lab, Humanities","2","0","2","0.022","0.002","72.34999999999988"
"Basic Science Lab, ECE 420","3","0","3","0.0125","0.0011363636363636365","56.0499999999999"
"Basic Science Lab, ECE 440","5","0","5","0.029","0.0026363636363636363","86.59999999999994"
"Basic Science Lab, Tech Elective","2","0","2","0.055","0.005","90.8"
"Basic Science Lab, Fine Arts","2","0","2","0.0555","0.005045454545454546","80.6499999999999"
"Basic Science Lab, Humanities","2","0","2","0.074","0.006727272727272727","74.79999999999986"
"ENGL 219, ENGL 110","17","8","9","0.037","0.00925","167.04999999999995"
"ENGL 219, MATH 162","22","13","9","0.069","0.01725","276.79999999999995"
"ENGL 219, ECE 101","4","0","4","0.001","0.00025","-2.9999999999999827"
"ENGL 219, ECE 131","16","9","7","0.0135","0.003375","170.39999999999998"
"ENGL 219, PHYC 160","17","8","9","0.031","0.00775","254.3499999999999"
"ENGL 219, ENGL 120","16","7","9","0.017","0.0034000000000000002","78.39999999999989"
"ENGL 219, MATH 163","21","12","9","0.086","0.0172","255.24999999999994"
"ENGL 219, PHYC 161","16","7","9","0.054","0.0108","197.25"
"ENGL 219, PHYC 161L","6","0","6","0","0.0","40.0499999999999"
"ENGL 219, ECE 231","13","6","7","0.04","0.008","128.64999999999992"
"ENGL 219, ECE 203","14","5","9","0.029","0.004833333333333334","90.69999999999999"
"ENGL 219, ECE 238L","7","1","6","0.0315","0.00525","158.1499999999999"
"ENGL 219, Basic Science","4","0","4","0.0095","0.0015833333333333333","118.79999999999991"
"ENGL 219, Basic Science Lab","4","0","4","0.025","0.004166666666666667","107.29999999999994"
"ENGL 219, ENGL 219","6","0","6","0.012","0.002","90.2999999999999"
"ENGL 219, ECON 105","4","0","4","0.029","0.004833333333333334","167.5499999999999"
"ENGL 219, ECE 206L","9","1","8","0.0165","0.002357142857142857","78.94999999999996"
"ENGL 219, ECE 300","16","7","9","0.0395","0.005642857142857143","155.89999999999992"
"ENGL 219, ECE 213","12","3","9","0.026","0.0037142857142857142","43.50000000000002"
"ENGL 219, MATH 264","8","1","7","0.033","0.004714285714285714","119.49999999999989"
"ENGL 219, ECE 330","10","3","7","0.0245","0.0035","70.49999999999997"
"ENGL 219, ECE 321L","10","1","9","0.0315","0.0039375","50.90000000000005"
"ENGL 219, MATH 327","10","2","8","0.043","0.005375","195.94999999999996"
"ENGL 219, ECE 314","8","0","8","0.026","0.00325","98.80000000000004"
"ENGL 219, ECE 340","11","2","9","0.034","0.00425","80.3000000000001"
"ENGL 219, Second Language","4","0","4","0.025","0.003125","91.09999999999994"
"ENGL 219, ECE 335","7","0","7","0.03","0.003333333333333333","85.69999999999996"
"ENGL 219, ECE 331","10","1","9","0.04","0.0044444444444444444","94.64999999999993"
"ENGL 219, ECE 344L","9","0","9","0.038","0.004222222222222222","125.64999999999992"
"ENGL 219, Social Sciences","4","0","4","0.0265","0.0029444444444444444","113.09999999999997"
"ENGL 219, ECE 419","6","1","5","0.0115","0.00115","23.449999999999974"
"ENGL 219, ECE 437","7","0","7","0.0085","0.0008500000000000001","83.7999999999999"
"ENGL 219, ECE 435","9","0","9","0.0095","0.00095","22.15000000000002"
"ENGL 219, Tech Elective","4","0","4","0.0325","0.0029545454545454545","115.35000000000002"
"ENGL 219, Humanities","4","0","4","0.018","0.0016363636363636363","41.94999999999988"
"ENGL 219, ECE 420","5","0","5","0.01","0.0009090909090909091","59.549999999999955"
"ENGL 219, ECE 440","7","0","7","0.0045","0.0004090909090909091","33.59999999999995"
"ENGL 219, Tech Elective","4","0","4","0.0465","0.004227272727272727","30.199999999999907"
"ENGL 219, Fine Arts","4","0","4","0.0805","0.007318181818181818","85.69999999999996"
"ENGL 219, Humanities","4","0","4","0.064","0.005818181818181819","68.84999999999994"
"ECON 105, ENGL 110","15","8","7","0.0435","0.010875","269.2499999999999"
"ECON 105, MATH 162","20","13","7","0.0735","0.018375","386.24999999999994"
"ECON 105, ECE 101","2","0","2","0.0365","0.009125","143.1499999999999"
"ECON 105, ECE 131","14","9","5","0.049","0.01225","265.4"
"ECON 105, PHYC 160","15","8","7","0.0605","0.015125","356.34999999999985"
"ECON 105, ENGL 120","14","7","7","0.038","0.0076","164.29999999999993"
"ECON 105, MATH 163","19","12","7","0.105","0.020999999999999998","388.0"
"ECON 105, PHYC 161","14","7","7","0.048","0.009600000000000001","261.7999999999999"
"ECON 105, PHYC 161L","4","0","4","0.04","0.008","162.69999999999993"
"ECON 105, ECE 231","11","6","5","0.0615","0.0123","254.8499999999999"
"ECON 105, ECE 203","12","5","7","0.0425","0.007083333333333334","176.39999999999992"
"ECON 105, ECE 238L","5","1","4","0.0435","0.0072499999999999995","223.24999999999997"
"ECON 105, Basic Science","2","0","2","0.0545","0.009083333333333334","288.5999999999999"
"ECON 105, Basic Science Lab","2","0","2","0.045","0.0075","235.6499999999998"
"ECON 105, ENGL 219","4","0","4","0.0655","0.010916666666666667","248.49999999999994"
"ECON 105, ECON 105","2","0","2","0.033","0.0055000000000000005","153.14999999999995"
"ECON 105, ECE 206L","7","1","6","0.0335","0.004785714285714286","137.15000000000003"
"ECON 105, ECE 300","14","7","7","0.0505","0.007214285714285715","228.59999999999997"
"ECON 105, ECE 213","10","3","7","0.0445","0.006357142857142857","158.95000000000002"
"ECON 105, MATH 264","6","1","5","0.062","0.008857142857142857","247.5"
"ECON 105, ECE 330","8","3","5","0.0445","0.006357142857142857","202.69999999999993"
"ECON 105, ECE 321L","8","1","7","0.05","0.00625","220.00000000000006"
"ECON 105, MATH 327","8","2","6","0.048","0.006","240.4"
"ECON 105, ECE 314","6","0","6","0.05","0.00625","190.79999999999993"
"ECON 105, ECE 340","9","2","7","0.032","0.004","201.44999999999993"
"ECON 105, Second Language","2","0","2","0.052","0.0065","213.3999999999999"
"ECON 105, ECE 335","5","0","5","0.02","0.0022222222222222222","132.55"
"ECON 105, ECE 331","8","1","7","0.0405","0.0045000000000000005","205.7"
"ECON 105, ECE 344L","7","0","7","0.0795","0.008833333333333334","236.74999999999991"
"ECON 105, Social Sciences","2","0","2","0.054","0.006","186.0999999999999"
"ECON 105, ECE 419","4","1","3","0.037","0.0036999999999999997","204.50000000000003"
"ECON 105, ECE 437","5","0","5","0.0465","0.00465","179.29999999999995"
"ECON 105, ECE 435","7","0","7","0.0445","0.00445","190.69999999999993"
"ECON 105, Tech Elective","2","0","2","0.0435","0.0039545454545454545","164.1499999999999"
"ECON 105, Humanities","2","0","2","0.0425","0.003863636363636364","203.8499999999998"
