"name","complexity","blocking","delay","between","free","timeComp1","timeComp2","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7"
"130572.json","40","16","24","6.0","4","64","58","10","0.004333333333333333","0.033","0.1265","0.2675","0.42916666666666664"
"130579.json","41","17","24","6.0","4","66","59","11","0.004666666666666667","0.0395","0.12183333333333334","0.25716666666666665","0.4146666666666667"
"130599.json","47","21","26","9.0","3","77","65","12","0.0026666666666666666","0.022333333333333334","0.08266666666666667","0.19433333333333333","0.354"
"130662.json","47","20","27","8.0","3","78","65","12","0.0028333333333333335","0.021833333333333333","0.08283333333333333","0.19666666666666666","0.342"
"130682.json","49","22","27","9.0","3","81","67","13","0.003","0.018","0.0815","0.187","0.33066666666666666"
"130726.json","43","18","25","6.0","4","70","61","12","0.0026666666666666666","0.029666666666666668","0.10083333333333333","0.22866666666666666","0.376"
"130930.json","48","21","27","8.0","3","80","66","13","0.0018333333333333333","0.02","0.08083333333333333","0.18383333333333332","0.32316666666666666"
"130958.json","49","22","27","9.0","3","81","67","13","0.0021666666666666666","0.016833333333333332","0.07216666666666667","0.17983333333333335","0.3225"
"131036.json","50","23","27","9.0","3","83","68","14","0.0016666666666666668","0.020666666666666667","0.081","0.18366666666666667","0.31916666666666665"
"131038.json","51","24","27","8.999999999999998","3","85","69","15","0.0023333333333333335","0.019333333333333334","0.0735","0.17133333333333334","0.30466666666666664"
"131071.json","53","26","27","9.0","3","89","71","17","0.0025","0.013833333333333333","0.0595","0.15","0.2808333333333333"
"131214.json","25","6","19","1.0","5","50","43","5","0.011333333333333334","0.0765","0.22716666666666666","0.4191666666666667","0.6118333333333333"
"131285.json","28","8","20","2.0","5","56","46","6","0.012166666666666666","0.07516666666666667","0.222","0.4015","0.5801666666666667"
"131308.json","28","8","20","2.0","5","56","46","6","0.009333333333333334","0.065","0.1985","0.38516666666666666","0.5615"
"131389.json","27","8","19","1.0","5","54","45","7","0.009833333333333333","0.08383333333333333","0.23616666666666666","0.408","0.5905"
"131432.json","25","7","18","2.0","6","49","43","5","0.014666666666666666","0.09183333333333334","0.248","0.436","0.6065"
"131456.json","22","5","17","2.0","6","43","40","3","0.0175","0.112","0.2778333333333333","0.4691666666666667","0.6306666666666667"
"131486.json","29","9","20","2.0","5","58","47","7","0.009","0.06866666666666667","0.20166666666666666","0.37766666666666665","0.5551666666666667"
"131542.json","31","10","21","3.0","5","62","49","7","0.009833333333333333","0.06333333333333334","0.18233333333333332","0.3635","0.533"
"13157.json","34","12","22","4.0","5","61","52","8","0.007333333333333333","0.054","0.16416666666666666","0.32766666666666666","0.491"
"131614.json","29","8","21","2.0","4","56","47","6","0.015166666666666667","0.08516666666666667","0.23266666666666666","0.41533333333333333","0.6016666666666667"
"13175.json","40","16","24","6.0","4","73","58","10","0.005666666666666667","0.037333333333333336","0.12733333333333333","0.272","0.42866666666666664"
"131788.json","33","9","24","3.0","4","63","51","6","0.0055","0.0455","0.16116666666666668","0.3333333333333333","0.5053333333333333"
"131834.json","34","11","23","3.0","4","64","52","8","0.008","0.0515","0.17416666666666666","0.3323333333333333","0.5118333333333334"
"131849.json","29","7","22","2.0","5","54","47","5","0.008833333333333334","0.067","0.1985","0.38383333333333336","0.566"
"131925.json","34","11","23","4.0","4","63","52","7","0.008166666666666666","0.05516666666666667","0.169","0.319","0.49316666666666664"
"131929.json","33","10","23","3.0","4","62","51","7","0.005166666666666667","0.0535","0.17266666666666666","0.3443333333333333","0.5183333333333333"
"131955.json","36","12","24","4.0","4","68","54","8","0.005","0.043","0.15516666666666667","0.3095","0.48083333333333333"
"132043.json","37","13","24","5.0","4","69","55","8","0.004666666666666667","0.043666666666666666","0.14633333333333334","0.2911666666666667","0.463"
"132079.json","40","16","24","6.0","4","74","58","10","0.0045","0.03933333333333333","0.13266666666666665","0.27666666666666667","0.432"
"132117.json","26","6","20","1.0","4","50","44","5","0.015333333333333332","0.10266666666666667","0.274","0.4765","0.6485"
"132120.json","25","6","19","2.0","5","47","43","4","0.019166666666666665","0.103","0.2698333333333333","0.455","0.6161666666666666"
"132136.json","25","6","19","2.0","5","47","43","4","0.014666666666666666","0.1","0.255","0.44666666666666666","0.6191666666666666"
"132162.json","24","5","19","1.0","5","45","42","4","0.0185","0.11016666666666666","0.281","0.4806666666666667","0.6506666666666666"
"132175.json","31","9","22","2.0","4","58","49","7","0.007666666666666666","0.067","0.20733333333333334","0.38233333333333336","0.5613333333333334"
"132195.json","31","8","23","2.0","4","59","49","6","0.005666666666666667","0.05683333333333333","0.18666666666666668","0.36966666666666664","0.5468333333333333"
"132219.json","36","12","24","4.0","4","68","54","8","0.004333333333333333","0.0445","0.14633333333333334","0.3075","0.4811666666666667"
"132230.json","25","6","19","1.0","5","47","43","5","0.01633333333333333","0.1095","0.27266666666666667","0.4815","0.6501666666666667"
"132240.json","25","6","19","2.0","6","44","43","4","0.008666666666666666","0.07316666666666667","0.2225","0.4166666666666667","0.6018333333333333"
"132320.json","31","8","23","3.0","4","59","49","5","0.0055","0.057166666666666664","0.183","0.3481666666666667","0.5203333333333333"
"132376.json","31","8","23","3.0","4","59","49","5","0.0036666666666666666","0.051","0.17783333333333334","0.346","0.5245"
"132406.json","32","10","22","3.0","5","59","50","7","0.006","0.059833333333333336","0.19166666666666668","0.35033333333333333","0.5238333333333334"
"132467.json","36","12","24","4.0","4","68","54","8","0.005666666666666667","0.04883333333333333","0.14916666666666667","0.3175","0.48733333333333334"
"132511.json","37","13","24","4.0","4","70","55","9","0.0045","0.0465","0.14966666666666667","0.30566666666666664","0.467"
"13259.json","36","13","23","4.0","4","66","54","9","0.006333333333333333","0.052","0.16216666666666665","0.3115","0.4825"
"132748.json","34","9","25","3.0","3","64","52","6","0.003833333333333333","0.0395","0.14816666666666667","0.31716666666666665","0.493"
"132780.json","35","10","25","3.0","3","66","53","7","0.0033333333333333335","0.03916666666666667","0.14466666666666667","0.3075","0.4821666666666667"
"132837.json","37","12","25","4.0","3","69","55","8","0.0031666666666666666","0.03783333333333333","0.13066666666666665","0.2776666666666667","0.44316666666666665"
"132872.json","29","7","22","2.0","4","53","47","5","0.009666666666666667","0.076","0.21966666666666668","0.3948333333333333","0.5645"
"132888.json","33","9","24","3.0","3","62","51","6","0.0055","0.049833333333333334","0.17016666666666666","0.3363333333333333","0.49916666666666665"
"132903.json","37","12","25","4.0","3","69","55","8","0.003","0.03866666666666667","0.13516666666666666","0.2871666666666667","0.461"
"132925.json","38","13","25","4.0","3","71","56","9","0.0028333333333333335","0.03383333333333333","0.12783333333333333","0.2733333333333333","0.4375"
"133024.json","31","9","22","3.0","4","56","49","6","0.0065","0.059666666666666666","0.191","0.36083333333333334","0.5223333333333333"
"133128.json","17","3","14","0.0","7","31","35","3","0.027833333333333335","0.16","0.3601666666666667","0.5678333333333333","0.7258333333333333"
"133165.json","22","6","16","0.0","6","42","40","6","0.019666666666666666","0.12016666666666667","0.2995","0.508","0.6835"
"133275.json","29","9","20","2.0","6","53","47","7","0.007","0.06616666666666667","0.1925","0.3775","0.5605"
"133280.json","25","6","19","2.0","6","45","43","4","0.009666666666666667","0.08733333333333333","0.24033333333333334","0.4265","0.5993333333333334"
"133285.json","29","8","21","2.0","5","54","47","6","0.0065","0.06166666666666667","0.1865","0.3616666666666667","0.5415"
"13329.json","29","8","21","3.0","5","52","47","5","0.0085","0.06366666666666666","0.19433333333333333","0.368","0.5446666666666666"
"133368.json","32","11","21","4.0","5","59","50","7","0.0075","0.059166666666666666","0.18016666666666667","0.34833333333333333","0.5185"
"133375.json","36","14","22","4.0","5","67","54","10","0.004","0.0425","0.147","0.2986666666666667","0.4756666666666667"
"13339.json","32","11","21","4.0","5","57","50","7","0.0085","0.0555","0.164","0.3263333333333333","0.49516666666666664"
"133499.json","35","13","22","4.0","5","65","53","9","0.0036666666666666666","0.0415","0.14966666666666667","0.30316666666666664","0.4731666666666667"
"133510.json","30","10","20","4.0","6","54","48","6","0.01","0.0715","0.19366666666666665","0.36683333333333334","0.5345"
"13352.json","29","9","20","4.0","5","51","47","5","0.011333333333333334","0.07983333333333334","0.20433333333333334","0.38333333333333336","0.5473333333333333"
"133606.json","37","14","23","6.0","5","68","55","8","0.003","0.0425","0.13666666666666666","0.2825","0.4598333333333333"
"133717.json","33","10","23","3.0","4","61","51","7","0.0065","0.05266666666666667","0.16933333333333334","0.33716666666666667","0.5048333333333334"
"133732.json","31","9","22","3.0","5","56","49","6","0.008","0.061","0.1885","0.3675","0.5448333333333333"
"133733.json","32","10","22","3.0","5","58","50","7","0.007666666666666666","0.057666666666666665","0.185","0.34833333333333333","0.5178333333333334"
"133743.json","37","13","24","4.0","4","69","55","9","0.004833333333333334","0.044833333333333336","0.14866666666666667","0.30383333333333334","0.47383333333333333"
"133799.json","36","12","24","4.0","4","67","54","8","0.006833333333333334","0.048","0.14116666666666666","0.29233333333333333","0.4583333333333333"
"133887.json","40","16","24","5.0","4","74","58","11","0.004166666666666667","0.035333333333333335","0.12566666666666668","0.2605","0.42983333333333335"
"133898.json","32","9","23","3.0","4","59","50","6","0.0075","0.058666666666666666","0.185","0.35583333333333333","0.5276666666666666"
"134060.json","35","12","23","4.0","4","64","53","8","0.007333333333333333","0.054","0.16666666666666666","0.3155","0.48483333333333334"
"134159.json","28","8","20","1.0","4","53","46","7","0.017833333333333333","0.108","0.2715","0.4656666666666667","0.6306666666666667"
"134185.json","28","8","20","2.0","5","52","46","6","0.0135","0.0895","0.24733333333333332","0.42","0.5935"
"134227.json","32","10","22","3.0","5","58","50","7","0.007666666666666666","0.0625","0.18066666666666667","0.3506666666666667","0.5176666666666667"
"13423.json","38","14","24","5.0","4","70","56","9","0.006166666666666667","0.0405","0.14233333333333334","0.28983333333333333","0.44"
"134346.json","33","11","22","4.0","5","59","51","7","0.009166666666666667","0.059333333333333335","0.17","0.3308333333333333","0.5013333333333333"
"134380.json","37","13","24","5.0","4","68","55","8","0.006333333333333333","0.046","0.14283333333333334","0.28583333333333333","0.4455"
"134470.json","33","11","22","4.0","4","60","51","7","0.011833333333333333","0.06366666666666666","0.186","0.3475","0.5235"
"134613.json","39","15","24","6.0","4","71","57","9","0.005166666666666667","0.03933333333333333","0.13683333333333333","0.2793333333333333","0.44366666666666665"
"134627.json","39","15","24","6.0","4","71","57","9","0.006166666666666667","0.042833333333333334","0.135","0.2745","0.4445"
"134643.json","40","16","24","6.0","4","73","58","10","0.0035","0.03666666666666667","0.13166666666666665","0.2703333333333333","0.424"
"134779.json","39","14","25","4.0","3","72","57","10","0.0035","0.03816666666666667","0.125","0.2715","0.4345"
"134927.json","38","13","25","4.0","3","70","56","9","0.0025","0.035666666666666666","0.12816666666666668","0.2745","0.44533333333333336"
"135067.json","40","15","25","4.999999999999999","3","73","58","10","0.0035","0.027833333333333335","0.10433333333333333","0.24183333333333334","0.4038333333333333"
"135074.json","35","12","23","4.0","4","62","53","8","0.004333333333333333","0.04533333333333334","0.15216666666666667","0.3005","0.4623333333333333"
"135133.json","42","17","25","5.999999999999999","3","76","60","11","0.0031666666666666666","0.030666666666666665","0.10783333333333334","0.2425","0.39816666666666667"
"135144.json","39","15","24","6.0","3","70","57","9","0.0033333333333333335","0.04066666666666666","0.13183333333333333","0.275","0.42916666666666664"
"13518.json","36","12","24","4.0","4","67","54","8","0.005666666666666667","0.04633333333333333","0.1505","0.3085","0.47733333333333333"
"135269.json","31","9","22","3.0","5","57","49","6","0.007","0.059333333333333335","0.17783333333333334","0.3525","0.5276666666666666"
"135303.json","33","10","23","4.0","4","62","51","6","0.005333333333333333","0.05316666666666667","0.16916666666666666","0.3323333333333333","0.501"
"135333.json","33","9","24","3.0","4","63","51","6","0.003833333333333333","0.04816666666666667","0.16266666666666665","0.3295","0.5151666666666667"
"135385.json","32","10","22","3.0","5","59","50","7","0.006666666666666667","0.05583333333333333","0.1795","0.35083333333333333","0.5261666666666667"
"135430.json","29","8","21","3.0","5","53","47","5","0.007","0.065","0.19716666666666666","0.37133333333333335","0.546"
"13548.json","35","12","23","4.0","4","64","53","8","0.006","0.051166666666666666","0.15933333333333333","0.31233333333333335","0.4861666666666667"
"135502.json","35","11","24","4.0","4","66","53","7","0.004833333333333334","0.04716666666666667","0.15416666666666667","0.315","0.49183333333333334"
"135503.json","37","13","24","5.0","4","69","55","8","0.004333333333333333","0.03916666666666667","0.14233333333333334","0.2886666666666667","0.4515"
"135566.json","34","11","23","4.0","4","63","52","7","0.006333333333333333","0.05266666666666667","0.1615","0.3225","0.49066666666666664"
"135600.json","28","8","20","2.0","5","53","46","6","0.013166666666666667","0.087","0.23666666666666666","0.42483333333333334","0.5928333333333333"
"135630.json","37","13","24","5.0","4","69","55","8","0.0065","0.04133333333333333","0.13483333333333333","0.2921666666666667","0.4678333333333333"
"13567.json","41","17","24","6.0","4","75","59","11","0.0055","0.034833333333333334","0.11983333333333333","0.25066666666666665","0.4126666666666667"
"135694.json","33","10","23","4.0","4","59","51","6","0.006","0.052333333333333336","0.17666666666666667","0.339","0.515"
"135726.json","34","11","23","4.0","4","61","52","7","0.008","0.057","0.16433333333333333","0.33","0.5023333333333333"
"135774.json","39","13","26","5.0","4","70","57","8","0.0021666666666666666","0.031166666666666665","0.123","0.26766666666666666","0.43916666666666665"
"135803.json","39","14","25","5.0","4","69","57","9","0.005","0.03716666666666667","0.13733333333333334","0.28633333333333333","0.45116666666666666"
"135836.json","35","10","25","3.0","4","63","53","7","0.004166666666666667","0.042","0.15233333333333332","0.311","0.48333333333333334"
"135896.json","30","9","21","2.0","5","55","48","7","0.012166666666666666","0.0825","0.22433333333333333","0.4043333333333333","0.5803333333333334"
"135996.json","35","11","24","3.0","4","62","53","8","0.005333333333333333","0.050833333333333335","0.1595","0.33366666666666667","0.5095"
"135999.json","43","17","26","7.0","4","76","61","10","0.0026666666666666666","0.026166666666666668","0.09933333333333333","0.2315","0.4048333333333333"
"136029.json","40","15","25","6.0","4","70","58","9","0.004666666666666667","0.0365","0.1275","0.268","0.4261666666666667"
"136033.json","35","11","24","4.0","5","61","53","7","0.004666666666666667","0.043666666666666666","0.15366666666666667","0.312","0.4835"
"136126.json","41","16","25","6.0","4","72","59","10","0.004166666666666667","0.034666666666666665","0.12583333333333332","0.26033333333333336","0.4261666666666667"
"136269.json","36","11","25","4.0","4","63","54","7","0.0035","0.0425","0.1445","0.30266666666666664","0.4718333333333333"
"136297.json","36","11","25","4.0","4","63","54","7","0.0018333333333333333","0.041","0.1385","0.2966666666666667","0.47383333333333333"
"136498.json","36","11","25","4.0","4","63","54","7","0.0035","0.03383333333333333","0.13366666666666666","0.28683333333333333","0.452"
"136598.json","38","13","25","5.0","4","66","56","8","0.004666666666666667","0.035","0.12566666666666668","0.27566666666666667","0.437"
"1366.json","26","7","19","1.0","5","52","44","6","0.008666666666666666","0.07566666666666666","0.2235","0.41633333333333333","0.591"
"136649.json","40","13","27","5.0","3","72","58","8","0.0021666666666666666","0.0265","0.10383333333333333","0.24666666666666667","0.4255"
"136660.json","40","13","27","5.0","3","72","58","8","0.002","0.025833333333333333","0.1085","0.252","0.417"
"13672.json","32","11","21","4.0","5","57","50","7","0.010833333333333334","0.06516666666666666","0.18916666666666668","0.3601666666666667","0.5326666666666666"
"136735.json","40","15","25","6.0","3","71","58","9","0.003","0.03283333333333333","0.11883333333333333","0.25666666666666665","0.4116666666666667"
"136748.json","33","10","23","3.0","4","58","51","7","0.0085","0.05616666666666666","0.16366666666666665","0.3245","0.5088333333333334"
"136821.json","42","15","27","6.0","3","74","60","9","0.0013333333333333333","0.024166666666666666","0.0995","0.23316666666666666","0.396"
"136877.json","41","14","27","5.0","3","73","59","9","0.0013333333333333333","0.021166666666666667","0.09166666666666666","0.23666666666666666","0.3978333333333333"
"136896.json","29","8","21","2.0","4","52","47","6","0.012","0.08816666666666667","0.23166666666666666","0.4121666666666667","0.5883333333333334"
"13690.json","39","15","24","6.0","4","71","57","9","0.004833333333333334","0.042166666666666665","0.135","0.2805","0.44583333333333336"
"136903.json","43","17","26","8.0","3","74","61","9","0.003","0.030333333333333334","0.1095","0.2365","0.3998333333333333"
"136924.json","42","15","27","6.0","3","74","60","9","0.0013333333333333333","0.022833333333333334","0.09183333333333334","0.22983333333333333","0.3898333333333333"
"136949.json","44","17","27","7.0","3","77","62","10","0.0021666666666666666","0.022","0.08566666666666667","0.206","0.37016666666666664"
"137022.json","43","16","27","6.0","3","76","61","10","0.0011666666666666668","0.023833333333333335","0.10016666666666667","0.23266666666666666","0.3915"
"137060.json","37","12","25","4.0","4","64","55","8","0.0036666666666666666","0.03933333333333333","0.13866666666666666","0.28783333333333333","0.4535"
"137075.json","44","17","27","7.0","3","77","62","10","0.0011666666666666668","0.021","0.0915","0.20766666666666667","0.3621666666666667"
"137088.json","29","8","21","2.0","4","52","47","6","0.009333333333333334","0.08416666666666667","0.22033333333333333","0.4023333333333333","0.5788333333333333"
"137091.json","40","14","26","6.0","3","70","58","8","0.0026666666666666666","0.0285","0.114","0.247","0.41933333333333334"
"137120.json","33","10","23","3.0","4","58","51","7","0.0065","0.05683333333333333","0.18716666666666668","0.347","0.5198333333333334"
"137176.json","39","14","25","5.0","3","70","57","9","0.003833333333333333","0.035666666666666666","0.1315","0.2798333333333333","0.44683333333333336"
"137205.json","46","19","27","8.0","3","80","64","11","0.0016666666666666668","0.019833333333333335","0.08683333333333333","0.19983333333333334","0.35433333333333333"
"137209.json","45","18","27","7.0","3","79","63","11","0.0023333333333333335","0.0235","0.092","0.21216666666666667","0.37233333333333335"
"137248.json","20","4","16","0.0","6","35","38","4","0.028","0.16116666666666668","0.36616666666666664","0.584","0.7468333333333333"
"13731.json","36","12","24","4.0","4","67","54","8","0.005833333333333334","0.048666666666666664","0.14883333333333335","0.31066666666666665","0.48683333333333334"
"137334.json","38","12","26","4.0","4","69","56","8","0.0026666666666666666","0.03716666666666667","0.13433333333333333","0.2845","0.45866666666666667"
"13734.json","33","11","22","3.0","5","60","51","8","0.007166666666666667","0.059166666666666666","0.174","0.3353333333333333","0.5121666666666667"
"137361.json","33","9","24","3.0","5","58","51","6","0.004","0.04716666666666667","0.16366666666666665","0.32366666666666666","0.5086666666666667"
"137396.json","34","10","24","3.0","5","60","52","7","0.0031666666666666666","0.044833333333333336","0.164","0.32916666666666666","0.5086666666666667"
"1375.json","30","10","20","2.0","5","60","48","8","0.006166666666666667","0.058833333333333335","0.19233333333333333","0.3665","0.5476666666666666"
"137540.json","34","11","23","5.0","5","58","52","6","0.004666666666666667","0.04416666666666667","0.14466666666666667","0.3055","0.4871666666666667"
"13755.json","40","16","24","6.0","4","73","58","10","0.004666666666666667","0.03183333333333333","0.1235","0.261","0.41983333333333334"
"137562.json","39","13","26","5.0","4","70","57","8","0.0033333333333333335","0.03133333333333333","0.1175","0.2678333333333333","0.44"
"137582.json","41","15","26","6.0","4","73","59","9","0.0026666666666666666","0.031166666666666665","0.11933333333333333","0.2695","0.4345"
"137587.json","41","15","26","6.0","4","73","59","9","0.0013333333333333333","0.029333333333333333","0.109","0.24716666666666667","0.4096666666666667"
"137641.json","39","13","26","5.0","4","70","57","8","0.0033333333333333335","0.029666666666666668","0.12116666666666667","0.268","0.43433333333333335"
"137656.json","35","12","23","4.0","4","63","53","8","0.008666666666666666","0.05333333333333334","0.1725","0.33916666666666667","0.5023333333333333"
"137750.json","33","11","22","4.0","5","57","51","7","0.009333333333333334","0.06933333333333333","0.19583333333333333","0.3615","0.5211666666666667"
"137820.json","37","12","25","4.0","4","65","55","8","0.0036666666666666666","0.0355","0.12916666666666668","0.2855","0.4605"
"137918.json","40","15","25","5.0","4","70","58","10","0.004166666666666667","0.03833333333333333","0.12783333333333333","0.2723333333333333","0.438"
"137987.json","38","13","25","6.0","4","66","56","7","0.0021666666666666666","0.030333333333333334","0.11466666666666667","0.2648333333333333","0.43"
"13805.json","37","14","23","4.0","4","68","55","10","0.007333333333333333","0.0475","0.14616666666666667","0.302","0.4671666666666667"
"138155.json","43","17","26","7.0","4","75","61","10","0.0028333333333333335","0.027333333333333334","0.103","0.23516666666666666","0.39466666666666667"
"138177.json","40","15","25","7.0","4","69","58","8","0.003833333333333333","0.029833333333333333","0.11016666666666666","0.248","0.41433333333333333"
"138184.json","38","14","24","6.0","4","67","56","8","0.004666666666666667","0.04533333333333334","0.14433333333333334","0.291","0.4691666666666667"
"138216.json","39","15","24","6.0","4","69","57","9","0.005","0.042333333333333334","0.137","0.285","0.4585"
"138239.json","48","22","26","9.0","4","83","66","13","0.0036666666666666666","0.026","0.08583333333333333","0.19683333333333333","0.3485"
"138241.json","25","6","19","1.0","5","43","43","5","0.0185","0.1115","0.2775","0.4796666666666667","0.6485"
"138247.json","33","10","23","3.0","3","61","51","7","0.004666666666666667","0.05","0.17216666666666666","0.3495","0.5288333333333334"
"138256.json","25","6","19","1.0","5","43","43","5","0.0185","0.11833333333333333","0.2851666666666667","0.47483333333333333","0.6448333333333334"
"138357.json","42","15","27","6.0","3","74","60","9","0.0018333333333333333","0.028833333333333332","0.1055","0.24","0.4083333333333333"
"138380.json","38","11","27","4.0","3","68","56","7","0.0035","0.0275","0.11516666666666667","0.2648333333333333","0.4488333333333333"
"138428.json","41","14","27","5.0","3","73","59","9","0.0016666666666666668","0.023833333333333335","0.10066666666666667","0.2325","0.4003333333333333"
"138470.json","43","16","27","7.0","3","75","61","9","0.001","0.024166666666666666","0.09466666666666666","0.2265","0.3845"
"138475.json","44","17","27","7.0","3","77","62","10","0.0018333333333333333","0.028333333333333332","0.09783333333333333","0.21816666666666668","0.37216666666666665"
"138497.json","33","9","24","3.0","4","57","51","6","0.004666666666666667","0.051166666666666666","0.1655","0.3345","0.5078333333333334"
"138574.json","42","15","27","6.0","3","74","60","9","0.0015","0.023666666666666666","0.0975","0.22416666666666665","0.383"
"138644.json","38","13","25","5.0","4","65","56","8","0.0028333333333333335","0.036333333333333336","0.12583333333333332","0.267","0.44033333333333335"
"138688.json","37","13","24","6.0","3","65","55","7","0.0045","0.03983333333333333","0.13866666666666666","0.2843333333333333","0.456"
"138744.json","41","16","25","6.0","3","73","59","10","0.0035","0.034833333333333334","0.1165","0.24766666666666667","0.404"
"138768.json","26","7","19","1.0","5","44","44","6","0.0145","0.10433333333333333","0.27066666666666667","0.4695","0.6426666666666667"
"138852.json","37","12","25","4.0","4","63","55","8","0.004666666666666667","0.0385","0.12966666666666668","0.2785","0.4545"
"138883.json","37","13","24","5.0","4","62","55","8","0.005166666666666667","0.0405","0.13666666666666666","0.28583333333333333","0.44483333333333336"
"138891.json","39","14","25","5.0","4","66","57","9","0.0031666666666666666","0.03183333333333333","0.12166666666666667","0.25783333333333336","0.42916666666666664"
"138995.json","45","18","27","6.999999999999999","3","78","63","11","0.0015","0.019666666666666666","0.08116666666666666","0.19966666666666666","0.35933333333333334"
"139057.json","41","14","27","5.0","3","72","59","9","0.0021666666666666666","0.026333333333333334","0.1115","0.23733333333333334","0.397"
"13908.json","34","11","23","4.0","4","61","52","7","0.009","0.051","0.16633333333333333","0.32066666666666666","0.49466666666666664"
"139086.json","44","17","27","7.0","3","76","62","10","0.0015","0.02666666666666667","0.097","0.21616666666666667","0.38483333333333336"
"13913.json","34","12","22","4.0","5","60","52","8","0.006666666666666667","0.05483333333333333","0.16033333333333333","0.3165","0.47333333333333333"
"139225.json","45","18","27","6.999999999999999","3","78","63","11","0.0023333333333333335","0.020666666666666667","0.08933333333333333","0.21283333333333335","0.36916666666666664"
"139263.json","50","23","27","9.0","3","86","68","14","0.002","0.017166666666666667","0.06916666666666667","0.17116666666666666","0.31033333333333335"
"139285.json","26","6","20","1.0","4","50","44","5","0.015666666666666666","0.10266666666666667","0.27666666666666667","0.477","0.6511666666666667"
"139368.json","29","8","21","3.0","5","53","47","5","0.0065","0.066","0.19633333333333333","0.36833333333333335","0.547"
"139375.json","34","11","23","3.0","4","64","52","8","0.006833333333333334","0.05333333333333334","0.1765","0.3525","0.5148333333333334"
"139389.json","36","12","24","4.0","4","68","54","8","0.005166666666666667","0.04683333333333333","0.154","0.31316666666666665","0.4816666666666667"
"139448.json","33","10","23","4.0","4","62","51","6","0.007666666666666666","0.052","0.16383333333333333","0.3243333333333333","0.4955"
"139481.json","33","11","22","4.0","5","60","51","7","0.008666666666666666","0.05633333333333333","0.17616666666666667","0.331","0.4955"
"13961.json","30","9","21","2.0","5","53","48","7","0.008666666666666666","0.065","0.19416666666666665","0.3576666666666667","0.5371666666666667"
"139639.json","37","13","24","4.0","4","70","55","9","0.005","0.042166666666666665","0.14683333333333334","0.30316666666666664","0.472"
"139681.json","32","9","23","3.0","4","60","50","6","0.0055","0.0595","0.18883333333333333","0.3555","0.529"
"139729.json","35","11","24","4.0","4","66","53","7","0.006333333333333333","0.048666666666666664","0.15183333333333332","0.31533333333333335","0.49416666666666664"
"139780.json","24","5","19","1.0","5","42","42","4","0.018666666666666668","0.117","0.29","0.4875","0.6576666666666666"
"139834.json","36","11","25","4.0","3","66","54","7","0.0035","0.043166666666666666","0.14283333333333334","0.2976666666666667","0.4688333333333333"
"139853.json","36","11","25","4.0","4","63","54","7","0.004333333333333333","0.042333333333333334","0.13933333333333334","0.30233333333333334","0.4776666666666667"
"139984.json","32","9","23","3.0","4","57","50","6","0.0075","0.05466666666666667","0.17966666666666667","0.3461666666666667","0.5245"
"140073.json","36","11","25","4.0","4","63","54","7","0.0026666666666666666","0.03866666666666667","0.13483333333333333","0.29333333333333333","0.4633333333333333"
"140089.json","40","13","27","5.0","3","72","58","8","0.0013333333333333333","0.022333333333333334","0.10433333333333333","0.25083333333333335","0.41883333333333334"
"140139.json","42","15","27","6.0","3","75","60","9","0.0035","0.0255","0.10083333333333333","0.22883333333333333","0.387"
"140173.json","40","13","27","5.0","3","72","58","8","0.0025","0.022","0.10066666666666667","0.23766666666666666","0.4155"
"140181.json","40","13","27","5.0","3","72","58","8","0.0028333333333333335","0.026166666666666668","0.1075","0.25033333333333335","0.4175"
"140299.json","29","8","21","2.0","5","51","47","6","0.0105","0.0765","0.22116666666666668","0.4041666666666667","0.582"
"140337.json","33","10","23","4.0","4","59","51","6","0.006333333333333333","0.06116666666666667","0.18566666666666667","0.3478333333333333","0.5293333333333333"
"140344.json","35","12","23","6.0","4","62","53","6","0.006166666666666667","0.04766666666666667","0.155","0.31466666666666665","0.477"
"14035.json","35","13","22","4.0","5","62","53","9","0.008","0.056","0.16583333333333333","0.31416666666666665","0.4846666666666667"
"140351.json","39","15","24","6.0","4","70","57","9","0.004333333333333333","0.041166666666666664","0.1465","0.2936666666666667","0.4633333333333333"
"140389.json","34","10","24","3.0","5","60","52","7","0.005","0.042833333333333334","0.149","0.31683333333333336","0.5035"
"140478.json","42","16","26","7.0","4","74","60","9","0.0023333333333333335","0.028666666666666667","0.10733333333333334","0.2455","0.4076666666666667"
"140498.json","35","11","24","4.0","5","61","53","7","0.004666666666666667","0.044","0.14933333333333335","0.31166666666666665","0.4756666666666667"
"140512.json","35","10","25","4.0","4","63","53","6","0.0021666666666666666","0.0365","0.1315","0.2853333333333333","0.4651666666666667"
"140548.json","25","6","19","1.0","6","44","43","5","0.014166666666666666","0.09666666666666666","0.2643333333333333","0.4666666666666667","0.6405"
"140559.json","36","11","25","3.0","4","65","54","8","0.0036666666666666666","0.0425","0.15016666666666667","0.31166666666666665","0.48966666666666664"
"140640.json","33","10","23","4.0","5","57","51","6","0.005166666666666667","0.042833333333333334","0.14633333333333334","0.31183333333333335","0.48633333333333334"
"140679.json","32","10","22","2.0","4","60","50","8","0.0125","0.08233333333333333","0.22033333333333333","0.405","0.5745"
"140706.json","35","11","24","4.0","5","61","53","7","0.004666666666666667","0.036333333333333336","0.14166666666666666","0.30583333333333335","0.4835"
