"name","complexity","blocking","delay","between","free","timeComp1","timeComp2","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7"
"68892.json","36","12","24","5.0","4","66","54","7","0.005333333333333333","0.047","0.15533333333333332","0.31116666666666665","0.48"
"68899.json","31","9","22","2.0","4","57","49","7","0.008166666666666666","0.06066666666666667","0.18966666666666668","0.36533333333333334","0.5431666666666667"
"68910.json","35","12","23","4.0","4","64","53","8","0.005","0.05483333333333333","0.168","0.325","0.48583333333333334"
"68913.json","34","11","23","4.0","4","62","52","7","0.004833333333333334","0.05","0.15816666666666668","0.3145","0.4865"
"68956.json","37","13","24","5.0","4","68","55","8","0.004666666666666667","0.042","0.12766666666666668","0.279","0.44533333333333336"
"68966.json","34","11","23","3.0","4","63","52","8","0.007666666666666666","0.05633333333333333","0.167","0.3358333333333333","0.5068333333333334"
"68971.json","36","13","23","4.0","4","66","54","9","0.0065","0.049833333333333334","0.15033333333333335","0.29833333333333334","0.4548333333333333"
"68982.json","38","14","24","5.0","4","70","56","9","0.0033333333333333335","0.03883333333333333","0.13533333333333333","0.2835","0.452"
"69112.json","38","15","23","6.0","4","69","56","9","0.006833333333333334","0.042333333333333334","0.1355","0.2776666666666667","0.44316666666666665"
"69150.json","37","13","24","5.0","3","67","55","8","0.005833333333333334","0.04033333333333333","0.144","0.28933333333333333","0.4543333333333333"
"69239.json","40","15","25","5.0","3","73","58","10","0.0025","0.034166666666666665","0.1185","0.254","0.412"
"69255.json","34","11","23","3.0","3","64","52","8","0.007333333333333333","0.055","0.17783333333333334","0.3393333333333333","0.5088333333333334"
"69330.json","34","11","23","3.0","4","61","52","8","0.007166666666666667","0.05433333333333333","0.17383333333333334","0.3185","0.4875"
"69356.json","39","14","25","5.0","3","71","57","9","0.0036666666666666666","0.035166666666666666","0.12733333333333333","0.2653333333333333","0.4261666666666667"
"69388.json","33","10","23","3.0","4","59","51","7","0.005166666666666667","0.05566666666666667","0.1695","0.3403333333333333","0.5035"
"69391.json","38","13","25","4.0","3","70","56","9","0.0035","0.038","0.12933333333333333","0.27566666666666667","0.44383333333333336"
"69435.json","41","16","25","6.0","3","74","59","10","0.0028333333333333335","0.03233333333333333","0.10216666666666667","0.234","0.39266666666666666"
"69459.json","38","13","25","4.0","3","70","56","9","0.0036666666666666666","0.03333333333333333","0.12983333333333333","0.278","0.44183333333333336"
"69483.json","40","15","25","4.999999999999999","3","73","58","10","0.004","0.034666666666666665","0.1185","0.24633333333333332","0.4071666666666667"
"69495.json","41","16","25","4.999999999999999","3","75","59","11","0.0031666666666666666","0.0335","0.11233333333333333","0.2505","0.41333333333333333"
"69567.json","43","18","25","6.0","3","78","61","12","0.003","0.026166666666666668","0.1065","0.2255","0.37766666666666665"
"69591.json","40","15","25","4.0","3","74","58","11","0.004333333333333333","0.03933333333333333","0.117","0.25433333333333336","0.41183333333333333"
"69596.json","40","15","25","5.0","3","73","58","10","0.0023333333333333335","0.0325","0.11466666666666667","0.248","0.4078333333333333"
"69619.json","41","16","25","4.999999999999999","3","75","59","11","0.004","0.028","0.1055","0.2385","0.395"
"69632.json","15","2","13","0.0","7","26","33","2","0.0305","0.17683333333333334","0.39866666666666667","0.6085","0.7675"
"69721.json","31","9","22","3.0","5","57","49","6","0.010166666666666666","0.06233333333333333","0.19233333333333333","0.3575","0.5288333333333334"
"6976.json","26","7","19","2.0","5","48","44","5","0.013166666666666667","0.09533333333333334","0.251","0.44083333333333335","0.6141666666666666"
"69811.json","35","11","24","4.0","4","66","53","7","0.004333333333333333","0.04683333333333333","0.151","0.30716666666666664","0.4765"
"69816.json","31","9","22","3.0","4","60","49","6","0.0095","0.07733333333333334","0.21533333333333332","0.38566666666666666","0.5578333333333333"
"69858.json","31","8","23","2.0","4","59","49","6","0.007","0.06416666666666666","0.18666666666666668","0.3655","0.5455"
"69983.json","38","14","24","5.0","4","71","56","9","0.006","0.04083333333333333","0.13883333333333334","0.285","0.4618333333333333"
"70066.json","32","10","22","3.0","5","59","50","7","0.007333333333333333","0.0635","0.19633333333333333","0.3636666666666667","0.5403333333333333"
"70108.json","35","11","24","3.0","4","67","53","8","0.0045","0.0485","0.15716666666666668","0.3233333333333333","0.49833333333333335"
"70245.json","36","12","24","5.0","5","62","54","7","0.0036666666666666666","0.03783333333333333","0.14333333333333334","0.303","0.467"
"70253.json","38","14","24","6.0","5","65","56","8","0.004833333333333334","0.041666666666666664","0.13916666666666666","0.287","0.45216666666666666"
"70366.json","41","15","26","6.0","4","73","59","9","0.0023333333333333335","0.03133333333333333","0.1165","0.25466666666666665","0.42033333333333334"
"70421.json","38","12","26","5.0","4","68","56","7","0.0025","0.031166666666666665","0.11766666666666667","0.26666666666666666","0.44716666666666666"
"70544.json","27","7","20","1.0","5","49","45","6","0.014833333333333334","0.10133333333333333","0.26316666666666666","0.46266666666666667","0.641"
"7057.json","35","11","24","4.0","4","65","53","7","0.004833333333333334","0.04816666666666667","0.155","0.3205","0.49433333333333335"
"70586.json","40","14","26","5.0","4","72","58","9","0.0026666666666666666","0.030333333333333334","0.1205","0.26866666666666666","0.4335"
"70709.json","38","13","25","6.0","4","67","56","7","0.0035","0.030166666666666668","0.116","0.2655","0.432"
"70712.json","35","12","23","6.0","4","62","53","6","0.005666666666666667","0.04516666666666667","0.158","0.3195","0.48383333333333334"
"70803.json","35","11","24","4.0","5","61","53","7","0.0033333333333333335","0.048","0.16116666666666668","0.3215","0.49883333333333335"
"70838.json","38","14","24","6.0","5","65","56","8","0.005666666666666667","0.038","0.13016666666666668","0.2763333333333333","0.4365"
"70916.json","25","6","19","1.0","6","44","43","5","0.0165","0.102","0.26866666666666666","0.466","0.6401666666666667"
"70924.json","33","9","24","3.0","5","58","51","6","0.004833333333333334","0.04716666666666667","0.16716666666666666","0.3338333333333333","0.5078333333333334"
"70947.json","37","11","26","4.0","4","67","55","7","0.0031666666666666666","0.03666666666666667","0.133","0.284","0.46316666666666667"
"70959.json","42","16","26","7.0","4","74","60","9","0.0023333333333333335","0.0345","0.11066666666666666","0.23933333333333334","0.4038333333333333"
"70966.json","38","14","24","6.0","5","65","56","8","0.003833333333333333","0.035833333333333335","0.1325","0.2796666666666667","0.44583333333333336"
"71091.json","41","15","26","6.0","4","73","59","9","0.003","0.0295","0.11516666666666667","0.2615","0.42333333333333334"
"71154.json","39","14","25","5.0","4","69","57","9","0.0045","0.036333333333333336","0.12783333333333333","0.2835","0.45866666666666667"
"71305.json","33","10","23","3.0","5","56","51","7","0.005666666666666667","0.0535","0.1655","0.3273333333333333","0.4985"
"71338.json","40","14","26","6.0","4","70","58","8","0.0025","0.0265","0.10666666666666667","0.25333333333333335","0.415"
"71400.json","35","12","23","4.0","4","62","53","8","0.008333333333333333","0.058333333333333334","0.1795","0.3405","0.5111666666666667"
"71450.json","38","13","25","5.0","4","66","56","8","0.0033333333333333335","0.03766666666666667","0.1295","0.2693333333333333","0.43716666666666665"
"71503.json","43","17","26","7.0","4","75","61","10","0.0033333333333333335","0.029833333333333333","0.112","0.24733333333333332","0.4041666666666667"
"71557.json","35","12","23","4.0","4","62","53","8","0.007","0.059166666666666666","0.18016666666666667","0.3433333333333333","0.5133333333333333"
"71569.json","37","12","25","4.0","4","65","55","8","0.004","0.041","0.13383333333333333","0.29983333333333334","0.46266666666666667"
"71643.json","42","17","25","6.0","4","73","60","11","0.0028333333333333335","0.035","0.11616666666666667","0.247","0.4046666666666667"
"71648.json","32","10","22","2.0","4","57","50","8","0.009833333333333333","0.078","0.205","0.39116666666666666","0.5625"
"71671.json","46","20","26","8.0","4","80","64","12","0.003833333333333333","0.029","0.10033333333333333","0.23133333333333334","0.38433333333333336"
"71680.json","18","3","15","0.0","6","30","36","3","0.03333333333333333","0.16766666666666666","0.3858333333333333","0.586","0.7431666666666666"
"71708.json","34","9","25","3.0","3","63","52","6","0.004333333333333333","0.04033333333333333","0.15333333333333332","0.325","0.49733333333333335"
"71731.json","36","11","25","4.0","3","66","54","7","0.0033333333333333335","0.043166666666666666","0.14566666666666667","0.2995","0.47983333333333333"
"71922.json","40","13","27","5.0","3","72","58","8","0.0026666666666666666","0.027166666666666665","0.107","0.243","0.41633333333333333"
"71953.json","36","9","27","3.0","3","66","54","6","0.0008333333333333334","0.029333333333333333","0.12133333333333333","0.2816666666666667","0.4673333333333333"
"71964.json","38","11","27","4.0","3","69","56","7","0.0023333333333333335","0.03","0.1145","0.2665","0.43783333333333335"
"71994.json","40","13","27","5.0","3","72","58","8","0.0016666666666666668","0.024166666666666666","0.10066666666666667","0.239","0.4131666666666667"
"71995.json","42","15","27","6.0","3","75","60","9","0.0016666666666666668","0.0235","0.10116666666666667","0.23166666666666666","0.3933333333333333"
"72013.json","38","13","25","5.0","4","66","56","8","0.0026666666666666666","0.034833333333333334","0.12716666666666668","0.2658333333333333","0.4455"
"72023.json","42","15","27","6.0","3","75","60","9","0.002","0.026333333333333334","0.10383333333333333","0.2335","0.4025"
"72040.json","34","11","23","4.0","4","60","52","7","0.005833333333333334","0.0555","0.1685","0.3293333333333333","0.49583333333333335"
"72122.json","42","15","27","6.0","3","75","60","9","0.0016666666666666668","0.02666666666666667","0.10083333333333333","0.22866666666666666","0.3943333333333333"
"72145.json","40","13","27","5.0","3","72","58","8","0.0021666666666666666","0.026333333333333334","0.09816666666666667","0.23916666666666667","0.4141666666666667"
"72168.json","38","13","25","5.0","3","69","56","8","0.0031666666666666666","0.03883333333333333","0.13833333333333334","0.2925","0.4538333333333333"
"7224.json","31","9","22","3.0","3","59","49","6","0.0075","0.06716666666666667","0.21133333333333335","0.38716666666666666","0.5625"
"72273.json","35","10","25","3.0","4","61","53","7","0.0025","0.042333333333333334","0.142","0.2961666666666667","0.4663333333333333"
"72276.json","38","11","27","4.0","3","68","56","7","0.0016666666666666668","0.0255","0.11216666666666666","0.26216666666666666","0.43966666666666665"
"72311.json","45","18","27","8.0","3","78","63","10","0.002","0.021","0.08733333333333333","0.20783333333333334","0.37433333333333335"
"72463.json","43","16","27","7.0","3","75","61","9","0.0016666666666666668","0.024166666666666666","0.10016666666666667","0.2245","0.38766666666666666"
"72547.json","42","15","27","6.0","3","74","60","9","0.0013333333333333333","0.02033333333333333","0.0965","0.22366666666666668","0.39466666666666667"
"7265.json","32","9","23","3.0","4","58","50","6","0.007166666666666667","0.057","0.175","0.3395","0.5151666666666667"
"7267.json","36","11","25","4.0","3","67","54","7","0.0025","0.033","0.124","0.28783333333333333","0.4575"
"7270.json","36","11","25","4.0","3","67","54","7","0.0033333333333333335","0.037","0.132","0.2901666666666667","0.4585"
"72700.json","45","18","27","7.0","3","79","63","11","0.0026666666666666666","0.0225","0.0865","0.21266666666666667","0.36816666666666664"
"72727.json","39","13","26","5.0","3","69","57","8","0.003","0.033666666666666664","0.126","0.2775","0.4445"
"72746.json","38","12","26","5.0","3","67","56","7","0.003833333333333333","0.033","0.12483333333333334","0.2695","0.44633333333333336"
"72778.json","35","10","25","3.0","4","61","53","7","0.004333333333333333","0.04516666666666667","0.13916666666666666","0.2876666666666667","0.45766666666666667"
"72782.json","39","12","27","4.0","3","70","57","8","0.0025","0.027666666666666666","0.1175","0.252","0.42083333333333334"
"72851.json","37","12","25","4.0","4","64","55","8","0.004","0.04133333333333333","0.14","0.2936666666666667","0.4665"
"72885.json","42","15","27","6.0","3","74","60","9","0.001","0.024166666666666666","0.09516666666666666","0.22566666666666665","0.3915"
"72940.json","42","15","27","6.0","3","74","60","9","0.0016666666666666668","0.02266666666666667","0.094","0.22366666666666668","0.3863333333333333"
"72965.json","33","10","23","3.0","4","58","51","7","0.005833333333333334","0.0545","0.1845","0.3478333333333333","0.52"
"72968.json","32","9","23","3.0","4","56","50","6","0.007666666666666666","0.06066666666666667","0.18516666666666667","0.3516666666666667","0.5226666666666666"
"72995.json","39","12","27","4.0","3","70","57","8","0.0031666666666666666","0.024333333333333332","0.108","0.24683333333333332","0.4145"
"73034.json","39","12","27","4.0","3","70","57","8","0.0013333333333333333","0.027333333333333334","0.11283333333333333","0.25283333333333335","0.41983333333333334"
"7323.json","35","12","23","4.0","4","63","53","8","0.006333333333333333","0.048666666666666664","0.1545","0.30366666666666664","0.4815"
"73230.json","40","14","26","6.0","3","69","58","8","0.0026666666666666666","0.030666666666666665","0.1175","0.26166666666666666","0.43666666666666665"
"73317.json","39","14","25","5.0","4","66","57","9","0.003","0.035333333333333335","0.11616666666666667","0.254","0.4175"
"73323.json","44","17","27","7.0","3","76","62","10","0.0013333333333333333","0.022166666666666668","0.08533333333333333","0.2085","0.3601666666666667"
"73332.json","42","15","27","6.0","3","73","60","9","0.0021666666666666666","0.022333333333333334","0.09866666666666667","0.22816666666666666","0.3963333333333333"
"73414.json","39","14","25","5.0","3","69","57","9","0.004333333333333333","0.04033333333333333","0.12966666666666668","0.2781666666666667","0.44783333333333336"
"7362.json","31","9","22","3.0","4","56","49","6","0.0085","0.06233333333333333","0.19533333333333333","0.36666666666666664","0.5306666666666666"
"73725.json","48","21","27","7.999999999999998","3","83","66","13","0.0018333333333333333","0.02033333333333333","0.08183333333333333","0.19333333333333333","0.33716666666666667"
"73797.json","21","5","16","0.0","6","40","39","5","0.020666666666666667","0.12933333333333333","0.32233333333333336","0.5325","0.6965"
"73823.json","34","12","22","4.0","5","63","52","8","0.007166666666666667","0.0485","0.15333333333333332","0.30916666666666665","0.48533333333333334"
"73873.json","27","7","20","2.0","6","49","45","5","0.007166666666666667","0.06816666666666667","0.22116666666666668","0.409","0.585"
"7394.json","36","11","25","4.0","3","67","54","7","0.0025","0.035666666666666666","0.13166666666666665","0.2911666666666667","0.4583333333333333"
"73975.json","35","13","22","4.0","5","65","53","9","0.005333333333333333","0.04583333333333333","0.15133333333333332","0.3011666666666667","0.4775"
"73988.json","19","4","15","0.0","7","35","37","4","0.025","0.1425","0.3393333333333333","0.5488333333333333","0.7126666666666667"
"74157.json","34","12","22","4.0","5","63","52","8","0.0055","0.05216666666666667","0.16","0.317","0.49133333333333334"
"74176.json","21","5","16","0.0","5","41","39","5","0.018666666666666668","0.12583333333333332","0.31383333333333335","0.5265","0.7028333333333333"
"74238.json","39","16","23","6.0","5","72","57","10","0.005333333333333333","0.0435","0.136","0.2851666666666667","0.447"
"74368.json","20","4","16","0.0","6","35","38","4","0.028833333333333332","0.1525","0.36533333333333334","0.5728333333333333","0.7368333333333333"
"74407.json","39","13","26","5.0","4","70","57","8","0.0023333333333333335","0.030166666666666668","0.124","0.27416666666666667","0.4505"
"74437.json","31","9","22","2.0","4","58","49","7","0.012","0.074","0.208","0.39016666666666666","0.5661666666666667"
"74445.json","37","12","25","4.0","4","66","55","8","0.004","0.039","0.13666666666666666","0.2985","0.4725"
"7445.json","36","11","25","4.0","3","67","54","7","0.0035","0.03716666666666667","0.13","0.2843333333333333","0.459"
"74541.json","38","14","24","6.0","5","65","56","8","0.005333333333333333","0.042833333333333334","0.1435","0.286","0.4493333333333333"
"7456.json","25","6","19","1.0","5","45","43","5","0.013666666666666667","0.09066666666666667","0.25066666666666665","0.43733333333333335","0.6078333333333333"
"74567.json","34","11","23","3.0","4","64","52","8","0.009666666666666667","0.06266666666666666","0.19883333333333333","0.36566666666666664","0.537"
"74577.json","35","10","25","3.0","4","63","53","7","0.005666666666666667","0.04516666666666667","0.159","0.32216666666666666","0.5025"
"74604.json","37","13","24","5.0","5","64","55","8","0.004333333333333333","0.044333333333333336","0.14183333333333334","0.2925","0.4555"
"74611.json","41","15","26","6.0","4","73","59","9","0.0031666666666666666","0.028666666666666667","0.11616666666666667","0.24966666666666668","0.4191666666666667"
"74642.json","33","10","23","3.0","5","57","51","7","0.004833333333333334","0.05316666666666667","0.17166666666666666","0.3475","0.5153333333333333"
"74691.json","32","10","22","2.0","4","60","50","8","0.0085","0.075","0.217","0.388","0.5543333333333333"
"74727.json","41","15","26","5.0","4","74","59","10","0.0023333333333333335","0.031166666666666665","0.12316666666666666","0.27466666666666667","0.44316666666666665"
"74736.json","35","12","23","4.0","4","63","53","8","0.006","0.050666666666666665","0.1745","0.347","0.5196666666666667"
"74804.json","34","12","22","6.0","6","57","52","6","0.006333333333333333","0.0475","0.15933333333333333","0.31216666666666665","0.47983333333333333"
"74874.json","42","17","25","9.0","5","72","60","8","0.003","0.0295","0.10833333333333334","0.2425","0.40116666666666667"
"74917.json","33","10","23","3.0","5","58","51","7","0.0033333333333333335","0.0425","0.1565","0.325","0.49783333333333335"
"74923.json","38","14","24","6.0","5","66","56","8","0.0033333333333333335","0.031","0.116","0.2685","0.4405"
"7493.json","33","11","22","4.0","4","59","51","7","0.005666666666666667","0.0615","0.1805","0.3456666666666667","0.5181666666666667"
"74951.json","26","8","18","0.0","5","49","44","8","0.013166666666666667","0.09216666666666666","0.259","0.4565","0.6403333333333333"
"75000.json","41","17","24","9.0","5","70","59","8","0.0023333333333333335","0.035333333333333335","0.12016666666666667","0.25466666666666665","0.41983333333333334"
"75117.json","38","15","23","6.0","6","65","56","9","0.004666666666666667","0.03983333333333333","0.13416666666666666","0.278","0.44516666666666665"
"75129.json","43","18","25","9.0","5","74","61","9","0.0028333333333333335","0.029166666666666667","0.10383333333333333","0.243","0.4038333333333333"
"75174.json","33","11","22","3.0","6","57","51","8","0.005166666666666667","0.04516666666666667","0.16783333333333333","0.3445","0.5126666666666667"
"75225.json","39","15","24","6.0","5","68","57","9","0.003","0.034166666666666665","0.12016666666666667","0.2613333333333333","0.43183333333333335"
"75322.json","42","17","25","9.0","4","71","60","8","0.004666666666666667","0.031166666666666665","0.10783333333333334","0.22883333333333333","0.387"
"75326.json","43","18","25","9.0","4","73","61","9","0.0028333333333333335","0.028666666666666667","0.103","0.238","0.39"
"75377.json","41","15","26","7.0","4","71","59","8","0.0033333333333333335","0.032","0.11383333333333333","0.25033333333333335","0.4206666666666667"
"75402.json","35","11","24","4.0","5","60","53","7","0.004666666666666667","0.043833333333333335","0.14816666666666667","0.3085","0.4886666666666667"
"75417.json","38","14","24","6.0","5","64","56","8","0.0045","0.042","0.13333333333333333","0.2783333333333333","0.44033333333333335"
"75467.json","37","13","24","4.0","5","64","55","9","0.007166666666666667","0.04583333333333333","0.14","0.2971666666666667","0.46266666666666667"
"75475.json","37","13","24","4.0","5","64","55","9","0.0035","0.043666666666666666","0.14483333333333334","0.29283333333333333","0.4676666666666667"
"7551.json","42","17","25","6.0","3","77","60","11","0.0028333333333333335","0.030333333333333334","0.10333333333333333","0.2345","0.3955"
"75515.json","46","20","26","9.0","4","79","64","11","0.0033333333333333335","0.024333333333333332","0.08633333333333333","0.2075","0.3631666666666667"
"75564.json","38","14","24","6.0","5","64","56","8","0.004833333333333334","0.041166666666666664","0.13666666666666666","0.285","0.4485"
"75593.json","34","11","23","3.0","5","58","52","8","0.007333333333333333","0.05583333333333333","0.17333333333333334","0.3423333333333333","0.514"
"7560.json","32","9","23","3.0","3","61","50","6","0.007","0.05683333333333333","0.17883333333333334","0.35883333333333334","0.5405"
"75600.json","33","10","23","3.0","4","57","51","7","0.008333333333333333","0.058833333333333335","0.18533333333333332","0.36533333333333334","0.5341666666666667"
"75609.json","40","15","25","6.0","4","69","58","9","0.0025","0.0385","0.12783333333333333","0.2665","0.43566666666666665"
"7574.json","35","12","23","4.0","4","63","53","8","0.005166666666666667","0.0485","0.1525","0.30533333333333335","0.4688333333333333"
"75787.json","29","8","21","2.0","5","51","47","6","0.0105","0.0755","0.22583333333333333","0.4155","0.587"
"75875.json","35","10","25","3.0","4","63","53","7","0.004333333333333333","0.042166666666666665","0.14966666666666667","0.3105","0.4866666666666667"
"75885.json","37","13","24","5.0","5","64","55","8","0.0045","0.041833333333333333","0.14583333333333334","0.2946666666666667","0.4683333333333333"
"75907.json","27","7","20","1.0","5","49","45","6","0.015833333333333335","0.09633333333333334","0.2625","0.45716666666666667","0.631"
"75918.json","35","10","25","3.0","4","63","53","7","0.004166666666666667","0.041166666666666664","0.14416666666666667","0.309","0.49233333333333335"
"75955.json","38","13","25","5.0","4","67","56","8","0.003833333333333333","0.03933333333333333","0.138","0.2831666666666667","0.44966666666666666"
"76012.json","40","14","26","6.0","4","71","58","8","0.0028333333333333335","0.028333333333333332","0.11","0.248","0.412"
"76021.json","41","15","26","6.0","4","73","59","9","0.003","0.028833333333333332","0.10566666666666667","0.24916666666666668","0.4226666666666667"
"76042.json","34","9","25","3.0","4","61","52","6","0.004","0.044333333333333336","0.15233333333333332","0.32066666666666666","0.5061666666666667"
"76067.json","34","10","24","3.0","4","60","52","7","0.004666666666666667","0.0475","0.17266666666666666","0.3425","0.5146666666666667"
"76071.json","35","11","24","3.0","4","62","53","8","0.004666666666666667","0.0495","0.16566666666666666","0.3355","0.5078333333333334"
"76117.json","38","12","26","4.0","4","69","56","8","0.003833333333333333","0.030333333333333334","0.12566666666666668","0.27666666666666667","0.45216666666666666"
"76178.json","35","11","24","4.0","5","61","53","7","0.0065","0.042666666666666665","0.15083333333333335","0.30683333333333335","0.48433333333333334"
"7620.json","35","11","24","4.0","3","65","53","7","0.004666666666666667","0.0455","0.15233333333333332","0.3105","0.486"
"76233.json","39","13","26","5.0","4","70","57","8","0.0016666666666666668","0.033666666666666664","0.124","0.27216666666666667","0.44283333333333336"
"76275.json","43","17","26","7.0","4","76","61","10","0.0023333333333333335","0.029","0.10683333333333334","0.24366666666666667","0.4053333333333333"
"76298.json","33","9","24","3.0","4","57","51","6","0.004166666666666667","0.050833333333333335","0.1625","0.32366666666666666","0.495"
"76324.json","31","9","22","3.0","5","51","49","6","0.007166666666666667","0.06","0.18633333333333332","0.3635","0.534"
"7635.json","39","14","25","5.0","3","72","57","9","0.004166666666666667","0.03383333333333333","0.11716666666666667","0.2555","0.426"
"76358.json","34","10","24","3.0","3","63","52","7","0.005166666666666667","0.050666666666666665","0.15983333333333333","0.3425","0.5168333333333334"
"76363.json","37","12","25","4.0","4","64","55","8","0.0026666666666666666","0.0365","0.13233333333333333","0.28683333333333333","0.4605"
"76377.json","38","13","25","5.0","4","65","56","8","0.004","0.032","0.11716666666666667","0.257","0.43266666666666664"
"76450.json","35","10","25","3.0","4","61","53","7","0.004833333333333334","0.04133333333333333","0.1405","0.3035","0.4695"
"76520.json","40","14","26","6.0","3","70","58","8","0.0036666666666666666","0.033","0.11966666666666667","0.2608333333333333","0.4255"
"76580.json","33","10","23","3.0","5","55","51","7","0.003833333333333333","0.04683333333333333","0.16516666666666666","0.3323333333333333","0.5011666666666666"
"76685.json","41","14","27","5.0","3","73","59","9","0.003","0.028833333333333332","0.10783333333333334","0.23766666666666666","0.4061666666666667"
"76737.json","35","11","24","3.0","3","65","53","8","0.006","0.04583333333333333","0.15916666666666668","0.32083333333333336","0.49733333333333335"
"76759.json","43","16","27","5.0","3","77","61","11","0.0026666666666666666","0.0215","0.09633333333333334","0.2275","0.3805"
"76764.json","44","17","27","7.0","3","77","62","10","0.0016666666666666668","0.022333333333333334","0.09","0.21166666666666667","0.36666666666666664"
"7686.json","31","10","21","4.0","4","54","49","6","0.010166666666666666","0.07366666666666667","0.21233333333333335","0.37616666666666665","0.5476666666666666"
"77076.json","35","11","24","4.0","5","60","53","7","0.0045","0.04466666666666667","0.154","0.31583333333333335","0.49616666666666664"
"7708.json","35","11","24","4.0","3","64","53","7","0.003833333333333333","0.05","0.16266666666666665","0.31683333333333336","0.4861666666666667"
"7709.json","37","13","24","5.0","3","67","55","8","0.004166666666666667","0.045","0.138","0.28633333333333333","0.4603333333333333"
"77124.json","30","9","21","2.0","5","54","48","7","0.011833333333333333","0.07966666666666666","0.23016666666666666","0.4076666666666667","0.5776666666666667"
"77151.json","44","18","26","7.0","4","77","62","11","0.0023333333333333335","0.028166666666666666","0.10616666666666667","0.24233333333333335","0.3915"
"77242.json","45","19","26","9.0","4","77","63","10","0.0018333333333333333","0.024833333333333332","0.0995","0.2185","0.37116666666666664"
"77321.json","32","10","22","3.0","5","52","50","7","0.006166666666666667","0.057666666666666665","0.18916666666666668","0.356","0.5331666666666667"
"77355.json","42","16","26","7.0","3","72","60","9","0.004","0.028666666666666667","0.1115","0.24683333333333332","0.4076666666666667"
"77458.json","34","11","23","3.0000000000000004","5","56","52","8","0.004666666666666667","0.0455","0.1575","0.31716666666666665","0.48966666666666664"
"77472.json","35","11","24","4.0","4","59","53","7","0.005166666666666667","0.0435","0.15866666666666668","0.32366666666666666","0.49616666666666664"
"77485.json","44","17","27","7.0","3","76","62","10","0.0016666666666666668","0.0235","0.0915","0.21416666666666667","0.36616666666666664"
"77490.json","40","15","25","5.999999999999999","4","67","58","9","0.003833333333333333","0.035666666666666666","0.11466666666666667","0.25666666666666665","0.426"
"77580.json","37","12","25","4.0","4","63","55","8","0.0031666666666666666","0.036333333333333336","0.13133333333333333","0.2801666666666667","0.45466666666666666"
