"name","complexity","completionRate","term","credits"
"HCM - Administration Option - 69.json",260.0,0.58,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.49,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.55,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.58,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.57,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.44,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.45,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.41,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.6,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.49,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.38,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.48,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.54,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.48,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.56,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.43,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.54,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.44,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.53,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.56,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.53,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.5,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.56,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.45,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.4,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.45,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.49,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.43,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.48,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.51,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.55,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.46,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.46,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.53,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.45,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.53,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.51,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.55,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.51,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.53,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.48,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.56,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.41,12.0,182.0
"HCM - Administration Option - 69.json",260.0,0.63,12.0,182.0
"HCM-Clinical - 70.json",169.0,0.83,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.86,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.84,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.83,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.84,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.77,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.8,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.88,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.76,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.78,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.79,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.84,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.79,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.81,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.82,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.85,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.83,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.85,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.83,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.78,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.85,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.88,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.78,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.84,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.81,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.8,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.9,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.79,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.81,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.8,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.84,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.79,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.81,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.91,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.89,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.78,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.87,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.9,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.83,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.82,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.87,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.83,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.88,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.8,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.82,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.78,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.79,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.85,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.81,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.81,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.81,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.84,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.82,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.79,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.83,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.8,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.76,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.82,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.83,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.83,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.85,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.84,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.8,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.9,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.77,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.79,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.81,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.89,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.79,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.85,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.84,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.77,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.89,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.77,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.84,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.85,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.81,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.85,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.87,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.83,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.78,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.75,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.9,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.86,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.83,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.88,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.86,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.82,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.87,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.83,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.79,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.9,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.86,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.82,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.81,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.81,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.8,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.81,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.79,9.0,138.0
"HCM-Clinical - 70.json",169.0,0.76,9.0,138.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.96,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.96,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.95,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.96,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.95,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.96,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,1.0,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,1.0,9.0,115.0
"HCM-RDSC - 71.json",140.0,1.0,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.95,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,1.0,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.96,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.96,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.96,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.96,9.0,115.0
"HCM-RDSC - 71.json",140.0,1.0,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.96,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,1.0,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.96,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.96,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,1.0,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.96,9.0,115.0
"HCM-RDSC - 71.json",140.0,1.0,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.95,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.96,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.99,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.93,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.96,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.97,9.0,115.0
"HCM-RDSC - 71.json",140.0,0.98,9.0,115.0
"Health Informatics - 61.json",369.0,0.59,12.0,180.0
"Health Informatics - 61.json",369.0,0.51,12.0,180.0
"Health Informatics - 61.json",369.0,0.58,12.0,180.0
"Health Informatics - 61.json",369.0,0.64,12.0,180.0
"Health Informatics - 61.json",369.0,0.69,12.0,180.0
"Health Informatics - 61.json",369.0,0.73,12.0,180.0
"Health Informatics - 61.json",369.0,0.63,12.0,180.0
"Health Informatics - 61.json",369.0,0.64,12.0,180.0
"Health Informatics - 61.json",369.0,0.64,12.0,180.0
"Health Informatics - 61.json",369.0,0.77,12.0,180.0
"Health Informatics - 61.json",369.0,0.59,12.0,180.0
"Health Informatics - 61.json",369.0,0.61,12.0,180.0
"Health Informatics - 61.json",369.0,0.61,12.0,180.0
"Health Informatics - 61.json",369.0,0.65,12.0,180.0
"Health Informatics - 61.json",369.0,0.62,12.0,180.0
"Health Informatics - 61.json",369.0,0.54,12.0,180.0
"Health Informatics - 61.json",369.0,0.58,12.0,180.0
"Health Informatics - 61.json",369.0,0.62,12.0,180.0
"Health Informatics - 61.json",369.0,0.68,12.0,180.0
"Health Informatics - 61.json",369.0,0.66,12.0,180.0
"Health Informatics - 61.json",369.0,0.64,12.0,180.0
"Health Informatics - 61.json",369.0,0.65,12.0,180.0
"Health Informatics - 61.json",369.0,0.58,12.0,180.0
"Health Informatics - 61.json",369.0,0.59,12.0,180.0
"Health Informatics - 61.json",369.0,0.58,12.0,180.0
"Health Informatics - 61.json",369.0,0.66,12.0,180.0
"Health Informatics - 61.json",369.0,0.57,12.0,180.0
"Health Informatics - 61.json",369.0,0.53,12.0,180.0
"Health Informatics - 61.json",369.0,0.52,12.0,180.0
"Health Informatics - 61.json",369.0,0.64,12.0,180.0
"Health Informatics - 61.json",369.0,0.64,12.0,180.0
"Health Informatics - 61.json",369.0,0.61,12.0,180.0
"Health Informatics - 61.json",369.0,0.62,12.0,180.0
"Health Informatics - 61.json",369.0,0.62,12.0,180.0
"Health Informatics - 61.json",369.0,0.68,12.0,180.0
"Health Informatics - 61.json",369.0,0.58,12.0,180.0
"Health Informatics - 61.json",369.0,0.69,12.0,180.0
"Health Informatics - 61.json",369.0,0.53,12.0,180.0
"Health Informatics - 61.json",369.0,0.65,12.0,180.0
"Health Informatics - 61.json",369.0,0.68,12.0,180.0
"Health Informatics - 61.json",369.0,0.63,12.0,180.0
"Health Informatics - 61.json",369.0,0.6,12.0,180.0
"Health Informatics - 61.json",369.0,0.62,12.0,180.0
"Health Informatics - 61.json",369.0,0.65,12.0,180.0
"Health Informatics - 61.json",369.0,0.51,12.0,180.0
"Health Informatics - 61.json",369.0,0.58,12.0,180.0
"Health Informatics - 61.json",369.0,0.63,12.0,180.0
"Health Informatics - 61.json",369.0,0.58,12.0,180.0
"Health Informatics - 61.json",369.0,0.65,12.0,180.0
"Health Informatics - 61.json",369.0,0.66,12.0,180.0
"Health Informatics - 61.json",369.0,0.54,12.0,180.0
"Health Informatics - 61.json",369.0,0.64,12.0,180.0
"Health Informatics - 61.json",369.0,0.65,12.0,180.0
"Health Informatics - 61.json",369.0,0.63,12.0,180.0
"Health Informatics - 61.json",369.0,0.6,12.0,180.0
"Health Informatics - 61.json",369.0,0.65,12.0,180.0
"Health Informatics - 61.json",369.0,0.65,12.0,180.0
"Health Informatics - 61.json",369.0,0.64,12.0,180.0
"Health Informatics - 61.json",369.0,0.58,12.0,180.0
"Health Informatics - 61.json",369.0,0.58,12.0,180.0
"Health Informatics - 61.json",369.0,0.65,12.0,180.0
"Health Informatics - 61.json",369.0,0.7,12.0,180.0
"Health Informatics - 61.json",369.0,0.62,12.0,180.0
"Health Informatics - 61.json",369.0,0.64,12.0,180.0
"Health Informatics - 61.json",369.0,0.67,12.0,180.0
"Health Informatics - 61.json",369.0,0.55,12.0,180.0
"Health Informatics - 61.json",369.0,0.69,12.0,180.0
"Health Informatics - 61.json",369.0,0.67,12.0,180.0
"Health Informatics - 61.json",369.0,0.62,12.0,180.0
"Health Informatics - 61.json",369.0,0.69,12.0,180.0
"Health Informatics - 61.json",369.0,0.61,12.0,180.0
"Health Informatics - 61.json",369.0,0.62,12.0,180.0
"Health Informatics - 61.json",369.0,0.64,12.0,180.0
"Health Informatics - 61.json",369.0,0.57,12.0,180.0
"Health Informatics - 61.json",369.0,0.61,12.0,180.0
"Health Informatics - 61.json",369.0,0.72,12.0,180.0
"Health Informatics - 61.json",369.0,0.56,12.0,180.0
"Health Informatics - 61.json",369.0,0.68,12.0,180.0
"Health Informatics - 61.json",369.0,0.68,12.0,180.0
"Health Informatics - 61.json",369.0,0.63,12.0,180.0
"Health Informatics - 61.json",369.0,0.6,12.0,180.0
"Health Informatics - 61.json",369.0,0.66,12.0,180.0
"Health Informatics - 61.json",369.0,0.58,12.0,180.0
"Health Informatics - 61.json",369.0,0.53,12.0,180.0
"Health Informatics - 61.json",369.0,0.6,12.0,180.0
"Health Informatics - 61.json",369.0,0.64,12.0,180.0
"Health Informatics - 61.json",369.0,0.65,12.0,180.0
"Health Informatics - 61.json",369.0,0.59,12.0,180.0
"Health Informatics - 61.json",369.0,0.68,12.0,180.0
"Health Informatics - 61.json",369.0,0.63,12.0,180.0
"Health Informatics - 61.json",369.0,0.52,12.0,180.0
"Health Informatics - 61.json",369.0,0.65,12.0,180.0
"Health Informatics - 61.json",369.0,0.57,12.0,180.0
"Health Informatics - 61.json",369.0,0.64,12.0,180.0
"Health Informatics - 61.json",369.0,0.58,12.0,180.0
"Health Informatics - 61.json",369.0,0.64,12.0,180.0
"Health Informatics - 61.json",369.0,0.58,12.0,180.0
"Health Informatics - 61.json",369.0,0.59,12.0,180.0
"Health Informatics - 61.json",369.0,0.64,12.0,180.0
"Health Informatics - 61.json",369.0,0.65,12.0,180.0
"Human Resource Management - 118.json",72.0,0.86,8.0,122.0
"Human Resource Management - 118.json",72.0,0.85,8.0,122.0
"Human Resource Management - 118.json",72.0,0.79,8.0,122.0
"Human Resource Management - 118.json",72.0,0.9,8.0,122.0
"Human Resource Management - 118.json",72.0,0.83,8.0,122.0
"Human Resource Management - 118.json",72.0,0.89,8.0,122.0
"Human Resource Management - 118.json",72.0,0.85,8.0,122.0
"Human Resource Management - 118.json",72.0,0.79,8.0,122.0
"Human Resource Management - 118.json",72.0,0.84,8.0,122.0
"Human Resource Management - 118.json",72.0,0.84,8.0,122.0
"Human Resource Management - 118.json",72.0,0.81,8.0,122.0
"Human Resource Management - 118.json",72.0,0.8,8.0,122.0
"Human Resource Management - 118.json",72.0,0.84,8.0,122.0
"Human Resource Management - 118.json",72.0,0.83,8.0,122.0
"Human Resource Management - 118.json",72.0,0.86,8.0,122.0
"Human Resource Management - 118.json",72.0,0.84,8.0,122.0
"Human Resource Management - 118.json",72.0,0.82,8.0,122.0
"Human Resource Management - 118.json",72.0,0.82,8.0,122.0
"Human Resource Management - 118.json",72.0,0.85,8.0,122.0
"Human Resource Management - 118.json",72.0,0.84,8.0,122.0
"Human Resource Management - 118.json",72.0,0.87,8.0,122.0
"Human Resource Management - 118.json",72.0,0.87,8.0,122.0
"Human Resource Management - 118.json",72.0,0.84,8.0,122.0
"Human Resource Management - 118.json",72.0,0.8,8.0,122.0
"Human Resource Management - 118.json",72.0,0.86,8.0,122.0
"Human Resource Management - 118.json",72.0,0.91,8.0,122.0
"Human Resource Management - 118.json",72.0,0.86,8.0,122.0
"Human Resource Management - 118.json",72.0,0.87,8.0,122.0
"Human Resource Management - 118.json",72.0,0.83,8.0,122.0
"Human Resource Management - 118.json",72.0,0.86,8.0,122.0
"Human Resource Management - 118.json",72.0,0.81,8.0,122.0
"Human Resource Management - 118.json",72.0,0.88,8.0,122.0
"Human Resource Management - 118.json",72.0,0.86,8.0,122.0
"Human Resource Management - 118.json",72.0,0.83,8.0,122.0
"Human Resource Management - 118.json",72.0,0.85,8.0,122.0
"Human Resource Management - 118.json",72.0,0.86,8.0,122.0
"Human Resource Management - 118.json",72.0,0.81,8.0,122.0
"Human Resource Management - 118.json",72.0,0.9,8.0,122.0
"Human Resource Management - 118.json",72.0,0.93,8.0,122.0
"Human Resource Management - 118.json",72.0,0.89,8.0,122.0
"Human Resource Management - 118.json",72.0,0.79,8.0,122.0
"Human Resource Management - 118.json",72.0,0.89,8.0,122.0
"Human Resource Management - 118.json",72.0,0.82,8.0,122.0
"Human Resource Management - 118.json",72.0,0.86,8.0,122.0
"Human Resource Management - 118.json",72.0,0.83,8.0,122.0
"Human Resource Management - 118.json",72.0,0.87,8.0,122.0
"Human Resource Management - 118.json",72.0,0.81,8.0,122.0
"Human Resource Management - 118.json",72.0,0.87,8.0,122.0
"Human Resource Management - 118.json",72.0,0.88,8.0,122.0
"Human Resource Management - 118.json",72.0,0.76,8.0,122.0
"Human Resource Management - 118.json",72.0,0.87,8.0,122.0
"Human Resource Management - 118.json",72.0,0.89,8.0,122.0
"Human Resource Management - 118.json",72.0,0.88,8.0,122.0
"Human Resource Management - 118.json",72.0,0.75,8.0,122.0
"Human Resource Management - 118.json",72.0,0.84,8.0,122.0
"Human Resource Management - 118.json",72.0,0.8,8.0,122.0
"Human Resource Management - 118.json",72.0,0.81,8.0,122.0
"Human Resource Management - 118.json",72.0,0.82,8.0,122.0
"Human Resource Management - 118.json",72.0,0.85,8.0,122.0
"Human Resource Management - 118.json",72.0,0.77,8.0,122.0
"Human Resource Management - 118.json",72.0,0.88,8.0,122.0
"Human Resource Management - 118.json",72.0,0.83,8.0,122.0
"Human Resource Management - 118.json",72.0,0.91,8.0,122.0
"Human Resource Management - 118.json",72.0,0.85,8.0,122.0
"Human Resource Management - 118.json",72.0,0.87,8.0,122.0
"Human Resource Management - 118.json",72.0,0.81,8.0,122.0
"Human Resource Management - 118.json",72.0,0.82,8.0,122.0
"Human Resource Management - 118.json",72.0,0.91,8.0,122.0
"Human Resource Management - 118.json",72.0,0.89,8.0,122.0
"Human Resource Management - 118.json",72.0,0.86,8.0,122.0
"Human Resource Management - 118.json",72.0,0.85,8.0,122.0
"Human Resource Management - 118.json",72.0,0.8,8.0,122.0
"Human Resource Management - 118.json",72.0,0.79,8.0,122.0
"Human Resource Management - 118.json",72.0,0.88,8.0,122.0
"Human Resource Management - 118.json",72.0,0.89,8.0,122.0
"Human Resource Management - 118.json",72.0,0.84,8.0,122.0
"Human Resource Management - 118.json",72.0,0.83,8.0,122.0
"Human Resource Management - 118.json",72.0,0.88,8.0,122.0
"Human Resource Management - 118.json",72.0,0.8,8.0,122.0
"Human Resource Management - 118.json",72.0,0.88,8.0,122.0
"Human Resource Management - 118.json",72.0,0.84,8.0,122.0
"Human Resource Management - 118.json",72.0,0.8,8.0,122.0
"Human Resource Management - 118.json",72.0,0.86,8.0,122.0
"Human Resource Management - 118.json",72.0,0.84,8.0,122.0
"Human Resource Management - 118.json",72.0,0.78,8.0,122.0
"Human Resource Management - 118.json",72.0,0.85,8.0,122.0
"Human Resource Management - 118.json",72.0,0.8,8.0,122.0
"Human Resource Management - 118.json",72.0,0.83,8.0,122.0
"Human Resource Management - 118.json",72.0,0.83,8.0,122.0
"Human Resource Management - 118.json",72.0,0.86,8.0,122.0
"Human Resource Management - 118.json",72.0,0.84,8.0,122.0
"Human Resource Management - 118.json",72.0,0.87,8.0,122.0
"Human Resource Management - 118.json",72.0,0.88,8.0,122.0
"Human Resource Management - 118.json",72.0,0.8,8.0,122.0
"Human Resource Management - 118.json",72.0,0.87,8.0,122.0
"Human Resource Management - 118.json",72.0,0.81,8.0,122.0
"Human Resource Management - 118.json",72.0,0.85,8.0,122.0
"Human Resource Management - 118.json",72.0,0.86,8.0,122.0
"Human Resource Management - 118.json",72.0,0.84,8.0,122.0
"Human Resource Management - 118.json",72.0,0.82,8.0,122.0
"Information Technology - 72.json",294.0,0.61,12.0,180.0
"Information Technology - 72.json",294.0,0.64,12.0,180.0
"Information Technology - 72.json",294.0,0.67,12.0,180.0
"Information Technology - 72.json",294.0,0.51,12.0,180.0
"Information Technology - 72.json",294.0,0.65,12.0,180.0
"Information Technology - 72.json",294.0,0.63,12.0,180.0
"Information Technology - 72.json",294.0,0.55,12.0,180.0
"Information Technology - 72.json",294.0,0.53,12.0,180.0
"Information Technology - 72.json",294.0,0.65,12.0,180.0
"Information Technology - 72.json",294.0,0.6,12.0,180.0
"Information Technology - 72.json",294.0,0.58,12.0,180.0
"Information Technology - 72.json",294.0,0.64,12.0,180.0
"Information Technology - 72.json",294.0,0.61,12.0,180.0
"Information Technology - 72.json",294.0,0.66,12.0,180.0
"Information Technology - 72.json",294.0,0.5,12.0,180.0
"Information Technology - 72.json",294.0,0.57,12.0,180.0
