"name","difficulty","complexity","blocking","delay","between","free","timeComp1","timeComp2","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"190.json","60.0","28","10","18","4.0","2","49","40","6","0.0136","0.0788","0.1996","0.3638","0.5282","7.76"
"191.json","60.0","29","11","18","4.0","2","51","41","7","0.0136","0.0758","0.1956","0.3468","0.4956","7.8864"
"192.json","60.0","11","2","9","0.0","4","19","23","2","0.1418","0.3708","0.5962","0.755","0.8578","5.4166"
"193.json","60.0","17","4","13","1.0","3","31","29","3","0.0684","0.2274","0.4232","0.597","0.734","6.3706"
"194.json","60.0","17","4","13","1.0","3","31","29","3","0.0634","0.2264","0.4284","0.6048","0.7466","6.3446"
"195.json","60.0","21","6","15","2.0","2","40","33","4","0.035","0.153","0.3318","0.5036","0.6576","6.944"
"196.json","60.0","17","4","13","1.0","3","31","29","3","0.0638","0.2222","0.4256","0.6108","0.7342","6.3678"
"197.json","60.0","19","5","14","1.0","3","35","31","4","0.047","0.1802","0.3612","0.5354","0.684","6.7386"
"198.json","60.0","22","6","16","2.0","2","42","34","4","0.0242","0.1326","0.2976","0.4734","0.6314","7.1066"
"199.json","60.0","23","7","16","2.0","2","44","35","5","0.0266","0.1336","0.2858","0.4646","0.6232","7.1646"
"2.json","60.0","9","1","8","0.0","5","19","21","1","0.1052","0.3156","0.5356","0.708","0.8348","5.7058"
"20.json","60.0","12","2","10","0.0","4","23","24","2","0.1332","0.3424","0.56","0.7368","0.8456","5.5484"
"200.json","60.0","17","4","13","1.0","3","31","29","3","0.0664","0.2264","0.4178","0.6034","0.7422","6.3626"
"201.json","60.0","22","6","16","2.0","2","42","34","4","0.0286","0.132","0.2974","0.4754","0.6282","7.1292"
"202.json","60.0","19","5","14","1.0","3","35","31","4","0.0456","0.1732","0.3478","0.5266","0.6794","6.78898976"
"203.json","60.0","23","7","16","2.0","2","44","35","5","0.0272","0.1228","0.2794","0.4506","0.6044","7.2612"
"204.json","60.0","21","6","15","2.0","2","40","33","4","0.0374","0.157","0.3324","0.526","0.6768","6.8336"
"205.json","60.0","23","7","16","2.0","2","44","35","5","0.0238","0.1318","0.2986","0.47","0.619","7.1574"
"206.json","60.0","23","7","16","2.0","2","44","35","5","0.0294","0.1232","0.278","0.4472","0.6134","7.2304"
"207.json","60.0","24","8","16","2.0","2","46","36","6","0.0264","0.1192","0.2638","0.43","0.5782","7.3818"
"208.json","60.0","13","3","10","0.0","4","21","25","3","0.1314","0.3302","0.5496","0.7206","0.8296","5.655102860007999"
"209.json","60.0","21","6","15","2.0","3","35","33","4","0.0412","0.1582","0.3288","0.503","0.6636","6.8852"
"21.json","60.0","17","4","13","1.0","4","32","29","3","0.0588","0.2028","0.3994","0.578","0.719","6.4786689200000005"
"210.json","60.0","21","6","15","2.0","3","35","33","4","0.039","0.161","0.3362","0.5116","0.6608","6.8714"
"211.json","60.0","26","9","17","4.0","2","45","38","5","0.0248","0.1122","0.2506","0.4178","0.585","7.4008"
"212.json","60.0","19","5","14","1.0","3","33","31","4","0.0504","0.1942","0.3832","0.5508","0.6992","6.613131020572002"
"213.json","60.0","23","7","16","2.0","3","39","35","5","0.0282","0.1302","0.289","0.4524","0.6108","7.1824"
"214.json","60.0","26","8","18","3.0","2","46","38","5","0.0152","0.089","0.2314","0.4022","0.5544","7.535"
"215.json","60.0","28","10","18","4.0","2","49","40","6","0.0156","0.0834","0.21","0.3628","0.517","7.7846"
"216.json","60.0","19","5","14","1.0","3","33","31","4","0.0552","0.1944","0.3714","0.5492","0.6942","6.6096"
"217.json","60.0","26","8","18","3.0","2","46","38","5","0.0144","0.084","0.2254","0.395","0.5608","7.5616"
"218.json","60.0","23","7","16","2.0","3","39","35","5","0.0278","0.1276","0.2828","0.4552","0.609","7.21583824"
"219.json","60.0","28","10","18","4.0","2","49","40","6","0.0162","0.0888","0.2126","0.3612","0.5198","7.753160427416"
"22.json","60.0","18","4","14","1.0","3","35","30","3","0.0528","0.2","0.3898","0.5692","0.7122","6.5327116210159994"
"220.json","60.0","23","7","16","2.0","2","42","35","5","0.0298","0.14","0.308","0.4942","0.6446","7.0058"
"221.json","60.0","27","9","18","3.0","2","48","39","6","0.02","0.0862","0.2194","0.391","0.551","7.5528"
"222.json","60.0","27","9","18","3.0","2","48","39","6","0.014","0.0838","0.2152","0.382","0.5502","7.6638"
"223.json","60.0","29","11","18","4.0","2","51","41","7","0.0172","0.081","0.2004","0.3494","0.5056","7.8798"
"224.json","60.0","13","3","10","0.0","4","21","25","3","0.1388","0.342","0.5466","0.7124","0.8298","5.6382"
"225.json","60.0","19","5","14","1.0","3","33","31","4","0.054","0.1888","0.3814","0.563","0.7062","6.5632"
"226.json","60.0","19","5","14","1.0","3","33","31","4","0.0508","0.1988","0.3966","0.5728","0.7214","6.4808"
"227.json","60.0","23","7","16","2.0","2","42","35","5","0.0266","0.1308","0.2986","0.4822","0.6384","7.0482"
"228.json","60.0","21","6","15","2.0","3","35","33","4","0.0412","0.1608","0.3378","0.5116","0.6624","6.8938"
"229.json","60.0","23","7","16","2.0","3","39","35","5","0.0334","0.1228","0.2748","0.455","0.608","7.22924008"
"23.json","60.0","21","6","15","2.0","3","41","33","4","0.0436","0.1654","0.3286","0.5072","0.662","6.888"
"230.json","60.0","26","8","18","3.0","2","46","38","5","0.0126","0.0848","0.2254","0.3912","0.5552","7.5538"
"231.json","60.0","27","9","18","3.0","2","48","39","6","0.0138","0.0812","0.2172","0.3874","0.5472","7.5948"
"232.json","60.0","21","6","15","2.0","3","35","33","4","0.042","0.1616","0.3272","0.4912","0.6484","6.9432"
"233.json","60.0","26","8","18","3.0","2","46","38","5","0.0172","0.0964","0.2304","0.3954","0.5668","7.5084"
"234.json","60.0","23","7","16","2.0","3","39","35","5","0.025","0.1184","0.276","0.4406","0.5986","7.297245848016"
"235.json","60.0","27","9","18","3.0","2","48","39","6","0.0166","0.0808","0.2162","0.3892","0.554","7.60231896"
"236.json","60.0","26","9","17","4.0","2","45","38","5","0.025","0.0976","0.2386","0.4064","0.5608","7.51228776"
"237.json","60.0","28","10","18","4.0","2","49","40","6","0.0166","0.084","0.2054","0.362","0.5178","7.7998"
"238.json","60.0","28","10","18","4.0","2","49","40","6","0.0162","0.0898","0.2148","0.3772","0.5484","7.6368"
"239.json","60.0","29","11","18","4.0","2","51","41","7","0.014","0.0768","0.1942","0.3524","0.5126","7.8326"
"24.json","60.0","12","2","10","0.0","4","23","24","2","0.1388","0.3562","0.5738","0.7452","0.8562","5.4945304"
"240.json","60.0","14","4","10","0.0","4","22","26","4","0.1172","0.3186","0.5334","0.696","0.8162","5.76608332"
"241.json","60.0","22","7","15","2.0","3","36","34","5","0.0436","0.1586","0.3258","0.504","0.6542","6.9022"
"242.json","60.0","22","7","15","2.0","3","36","34","5","0.0452","0.1686","0.3344","0.5132","0.6644","6.8888"
"243.json","60.0","27","10","17","4.0","2","46","39","6","0.0224","0.1072","0.2464","0.4072","0.5626","7.502"
"244.json","60.0","22","7","15","2.0","3","36","34","5","0.0378","0.1592","0.3294","0.4942","0.6434","6.9778"
"245.json","60.0","24","8","16","2.0","3","40","36","6","0.0244","0.1098","0.251","0.4228","0.5852","7.3988"
"246.json","60.0","28","10","18","4.0","2","48","40","6","0.016","0.081","0.2056","0.364","0.5268","7.7194"
"247.json","60.0","29","11","18","4.0","2","50","41","7","0.0158","0.0796","0.1884","0.3476","0.5012","7.8794"
"248.json","60.0","22","7","15","2.0","3","36","34","5","0.0438","0.1654","0.3248","0.4988","0.6434","6.9478"
"249.json","60.0","28","10","18","4.0","2","48","40","6","0.016","0.0782","0.1988","0.367","0.5314","7.7294"
"25.json","60.0","18","4","14","1.0","3","35","30","3","0.0484","0.1982","0.387","0.5686","0.7122","6.5352"
"250.json","60.0","24","8","16","2.0","3","40","36","6","0.0306","0.1182","0.2628","0.4212","0.592","7.356279759999999"
"251.json","60.0","29","11","18","4.0","2","50","41","7","0.0146","0.078","0.2","0.3536","0.511","7.834"
"252.json","60.0","27","10","17","4.0","2","46","39","6","0.0278","0.1056","0.2376","0.41","0.576","7.4466"
"253.json","60.0","29","11","18","4.0","2","50","41","7","0.0142","0.0816","0.2086","0.3616","0.5242","7.792"
"254.json","60.0","29","11","18","4.0","2","50","41","7","0.0166","0.0766","0.1908","0.3446","0.5078","7.8546"
"255.json","60.0","30","12","18","4.0","2","52","42","8","0.0134","0.071","0.1892","0.3404","0.4954","7.9744"
"26.json","60.0","17","4","13","1.0","4","32","29","3","0.0592","0.2066","0.391","0.5752","0.7186","6.5123226262041145"
"27.json","60.0","21","6","15","2.0","3","41","33","4","0.0444","0.1662","0.3342","0.5062","0.6612","6.8948"
"28.json","60.0","14","3","11","0.0","3","28","26","3","0.1316","0.3374","0.5478","0.7188","0.8242","5.661"
"29.json","60.0","19","5","14","1.0","3","37","31","4","0.053","0.207","0.3942","0.5754","0.716","6.4946"
"3.json","60.0","11","2","9","0.0","4","24","23","2","0.0754","0.2636","0.4802","0.666","0.802","5.9794"
"30.json","60.0","19","5","14","1.0","3","37","31","4","0.0508","0.1972","0.388","0.5664","0.7138","6.5368"
"31.json","60.0","22","7","15","2.0","3","43","34","5","0.0374","0.1472","0.3166","0.4946","0.6452","6.9952"
"32.json","60.0","9","1","8","0.0","5","16","21","1","0.1524","0.3862","0.604","0.7646","0.8614","5.38852764"
"33.json","60.0","12","2","10","0.0","4","23","24","2","0.1418","0.362","0.5728","0.7412","0.8498","5.5042"
"34.json","60.0","12","2","10","0.0","4","23","24","2","0.137","0.35","0.5618","0.735","0.8426","5.54474116"
"35.json","60.0","14","3","11","0.0","3","28","26","3","0.1254","0.3282","0.538","0.709","0.8246","5.7068"
"36.json","60.0","15","3","12","1.0","4","28","27","2","0.064","0.2342","0.4332","0.6122","0.7376","6.3516"
"37.json","60.0","17","4","13","1.0","4","32","29","3","0.0642","0.2192","0.417","0.6008","0.741","6.362"
"38.json","60.0","18","4","14","1.0","3","35","30","3","0.0562","0.2006","0.3996","0.5822","0.7148","6.5254"
"39.json","60.0","19","5","14","1.0","3","37","31","4","0.0548","0.202","0.3918","0.5756","0.722","6.5128"
"4.json","60.0","9","1","8","0.0","5","19","21","1","0.1496","0.3776","0.5968","0.7614","0.866","5.3682"
"40.json","60.0","15","3","12","1.0","4","28","27","2","0.0658","0.2242","0.4272","0.6014","0.7454","6.328"
"41.json","60.0","18","4","14","1.0","3","35","30","3","0.0536","0.2","0.3948","0.573","0.7218","6.4846"
"42.json","60.0","17","4","13","1.0","4","32","29","3","0.0598","0.2162","0.4028","0.5706","0.7092","6.51730246452524"
"43.json","60.0","19","5","14","1.0","3","37","31","4","0.0582","0.2046","0.3922","0.576","0.7162","6.51850508"
"44.json","60.0","19","5","14","2.0","3","37","31","3","0.048","0.1848","0.3598","0.5336","0.6772","6.771"
"45.json","60.0","21","6","15","2.0","3","41","33","4","0.0418","0.1626","0.3368","0.5114","0.6648","6.8758"
"46.json","60.0","21","6","15","2.0","3","41","33","4","0.0414","0.1598","0.331","0.5072","0.6526","6.9118"
"47.json","60.0","22","7","15","2.0","3","43","34","5","0.041","0.1668","0.336","0.514","0.6622","6.883"
"48.json","60.0","11","2","9","0.0","4","19","23","2","0.144","0.3618","0.585","0.7428","0.855","5.49329890608"
"49.json","60.0","17","4","13","1.0","3","31","29","3","0.0648","0.2206","0.4212","0.6048","0.746","6.3476"
"5.json","60.0","11","2","9","0.0","5","23","23","2","0.0928","0.2854","0.5018","0.6838","0.8078","5.884"
"50.json","60.0","17","4","13","1.0","3","31","29","3","0.0656","0.2302","0.425","0.5988","0.7306","6.3844"
"51.json","60.0","21","6","15","2.0","2","40","33","4","0.0392","0.1514","0.3224","0.502","0.6512","6.9272"
"52.json","60.0","17","4","13","1.0","3","31","29","3","0.069","0.224","0.4268","0.6012","0.7402","6.3394"
"53.json","60.0","19","5","14","1.0","3","35","31","4","0.0462","0.1724","0.353","0.5334","0.6772","6.7568"
"54.json","60.0","22","6","16","2.0","2","42","34","4","0.0252","0.1294","0.2926","0.478","0.6316","7.12217944"
"55.json","60.0","23","7","16","2.0","2","44","35","5","0.0288","0.1264","0.286","0.4514","0.6114","7.2136"
"56.json","60.0","17","4","13","1.0","3","31","29","3","0.0698","0.2314","0.4212","0.5872","0.7304","6.3848"
"57.json","60.0","22","6","16","2.0","2","42","34","4","0.0264","0.1276","0.2988","0.4764","0.636","7.0802"
"58.json","60.0","19","5","14","1.0","3","35","31","4","0.044","0.1764","0.3416","0.5172","0.6728","6.7924"
"59.json","60.0","23","7","16","2.0","2","44","35","5","0.028","0.1222","0.276","0.4538","0.6114","7.1914"
"6.json","60.0","12","2","10","0.0","4","26","24","2","0.0878","0.2852","0.5044","0.6848","0.8086","5.888553216664"
"60.json","60.0","21","6","15","2.0","2","40","33","4","0.0382","0.1692","0.341","0.5106","0.66","6.849"
"61.json","60.0","23","7","16","2.0","2","44","35","5","0.026","0.1206","0.271","0.4484","0.6094","7.2524"
"62.json","60.0","23","7","16","2.0","2","44","35","5","0.0212","0.1232","0.2722","0.4492","0.597","7.2678"
"63.json","60.0","24","8","16","2.0","2","46","36","6","0.0294","0.1272","0.2712","0.4502","0.6014","7.3168"
"64.json","60.0","9","1","8","0.0","5","16","21","1","0.1502","0.3804","0.602","0.7622","0.8666","5.3724"
"65.json","60.0","15","3","12","1.0","4","28","27","2","0.0652","0.2238","0.4138","0.6022","0.7412","6.3884"
"66.json","60.0","15","3","12","1.0","4","28","27","2","0.0602","0.229","0.4262","0.6028","0.7466","6.3416"
"67.json","60.0","19","5","14","2.0","3","37","31","3","0.0438","0.1652","0.3578","0.5326","0.6824","6.7682"
"68.json","60.0","12","2","10","0.0","4","23","24","2","0.131","0.3526","0.5808","0.7476","0.8532","5.5092"
"69.json","60.0","17","4","13","1.0","4","32","29","3","0.0596","0.208","0.4054","0.578","0.7208","6.4702"
"7.json","60.0","13","3","10","0.0","4","28","25","3","0.064","0.2356","0.4422","0.631","0.766","6.192298659781216"
"70.json","60.0","18","4","14","1.0","3","35","30","3","0.0576","0.2098","0.4018","0.581","0.7272","6.460903701016"
"71.json","60.0","21","6","15","2.0","3","41","33","4","0.0402","0.1614","0.3336","0.5104","0.662","6.8654"
"72.json","60.0","12","2","10","0.0","4","23","24","2","0.1458","0.3594","0.5734","0.7406","0.8554","5.487"
"73.json","60.0","18","4","14","1.0","3","35","30","3","0.054","0.2062","0.3992","0.579","0.7178","6.4884"
"74.json","60.0","17","4","13","1.0","4","32","29","3","0.0626","0.217","0.417","0.599","0.7348","6.4006"
"75.json","60.0","21","6","15","2.0","3","41","33","4","0.04","0.16","0.333","0.5086","0.6584","6.93979904"
"76.json","60.0","14","3","11","0.0","3","28","26","3","0.1252","0.3266","0.549","0.7176","0.8406","5.6126"
"77.json","60.0","19","5","14","1.0","3","37","31","4","0.051","0.2044","0.3914","0.5554","0.714","6.5678"
"78.json","60.0","19","5","14","1.0","3","37","31","4","0.05","0.1932","0.3778","0.5626","0.7194","6.5302"
"79.json","60.0","22","7","15","2.0","3","43","34","5","0.0398","0.1542","0.3266","0.4974","0.6512","6.9491632"
"8.json","60.0","9","1","8","0.0","5","19","21","1","0.1464","0.3738","0.6044","0.7682","0.8674","5.3906"
"80.json","60.0","11","2","9","0.0","5","18","23","2","0.131","0.3598","0.5776","0.7444","0.8516","5.5138"
"81.json","60.0","19","5","14","2.0","4","32","31","3","0.04","0.1674","0.3488","0.527","0.6702","6.8194"
"82.json","60.0","19","5","14","2.0","4","32","31","3","0.0412","0.1708","0.3368","0.5236","0.6668","6.856"
"83.json","60.0","24","8","16","4.0","3","42","36","4","0.0286","0.1156","0.2698","0.438","0.5896","7.3586"
"84.json","60.0","14","3","11","0.0","4","25","26","3","0.1242","0.319","0.539","0.7092","0.8334","5.678"
"85.json","60.0","21","6","15","2.0","4","36","33","4","0.0342","0.1472","0.3156","0.496","0.659","6.9348"
"86.json","60.0","22","6","16","2.0","3","39","34","4","0.0282","0.136","0.3066","0.487","0.6418","7.0024"
"87.json","60.0","26","9","17","4.0","3","46","38","5","0.0254","0.105","0.248","0.413","0.568","7.4682"
"88.json","60.0","14","3","11","0.0","4","25","26","3","0.1268","0.3352","0.5528","0.7166","0.8284","5.6488"
"89.json","60.0","22","6","16","2.0","3","39","34","4","0.028","0.14","0.3116","0.4914","0.6368","7.004"
"9.json","60.0","12","2","10","0.0","4","26","24","2","0.0826","0.2814","0.5064","0.6918","0.8074","5.8882"
"90.json","60.0","21","6","15","2.0","4","36","33","4","0.0314","0.1562","0.3268","0.5168","0.6686","6.8628"
"91.json","60.0","26","9","17","4.0","3","46","38","5","0.0222","0.1124","0.247","0.4122","0.5726","7.4382"
"92.json","60.0","16","4","12","0.0","3","30","28","4","0.1166","0.2972","0.5086","0.679","0.8036","5.82"
"93.json","60.0","23","7","16","2.0","3","41","35","5","0.0348","0.1426","0.314","0.489","0.6442","6.975"
"94.json","60.0","23","7","16","2.0","3","41","35","5","0.0336","0.133","0.2958","0.4712","0.6312","7.0652"
"95.json","60.0","27","10","17","4.0","3","48","39","6","0.0222","0.1054","0.2412","0.4068","0.5658","7.4706"
"96.json","60.0","12","2","10","0.0","4","20","24","2","0.136","0.363","0.5714","0.7358","0.844","5.504"
"97.json","60.0","18","4","14","1.0","3","32","30","3","0.0596","0.212","0.4016","0.5876","0.7344","6.451259449169603"
"98.json","60.0","18","4","14","1.0","3","32","30","3","0.0468","0.1976","0.3896","0.5768","0.7148","6.532"
"99.json","60.0","22","6","16","2.0","2","41","34","4","0.0328","0.1354","0.3036","0.4728","0.6414","7.041"
"base.json","60.0","6","0","6","0.0","6","12","18","0","0.1658","0.4118","0.6464","0.7994","0.8916","5.1784"
"0.json","62.5","6","0","6","0.0","6","12","18","0","0.162","0.4098","0.6336","0.8022","0.8954","5.2054"
"1.json","62.5","9","1","8","0.0","5","19","21","1","0.1","0.2982","0.528","0.7","0.826","5.7774"
"10.json","62.5","11","2","9","0.0","5","23","23","2","0.0954","0.2956","0.5126","0.6952","0.8182","5.8338"
"100.json","62.5","18","4","14","1.0","3","32","30","3","0.0606","0.2096","0.399","0.584","0.7234","6.433"
"101.json","62.5","22","6","16","2.0","3","38","34","4","0.0264","0.1346","0.2996","0.483","0.6274","7.1026"
"102.json","62.5","24","6","18","2.0","2","44","36","4","0.0102","0.0914","0.2416","0.4214","0.5892","7.3864"
"103.json","62.5","26","8","18","3.0","2","47","38","5","0.0134","0.0904","0.2268","0.402","0.5556","7.5104"
"104.json","62.5","18","4","14","1.0","3","32","30","3","0.051","0.1998","0.3956","0.5742","0.7242","6.5022"
"105.json","62.5","24","6","18","2.0","2","44","36","4","0.0146","0.094","0.2426","0.4352","0.5988","7.34100048"
"106.json","62.5","22","6","16","2.0","3","38","34","4","0.03","0.1426","0.2992","0.4884","0.6412","7.0374"
"107.json","62.5","26","8","18","3.0","2","47","38","5","0.0172","0.0906","0.2304","0.3986","0.567","7.5342"
"108.json","62.5","22","6","16","2.0","2","41","34","4","0.0294","0.1352","0.3076","0.4884","0.6444","7.019"
"109.json","62.5","26","8","18","3.0","2","47","38","5","0.016","0.0916","0.2252","0.4068","0.566","7.5296"
"11.json","62.5","13","3","10","0.0","4","28","25","3","0.072","0.2404","0.4486","0.63","0.769","6.1414"
