"combinations","n","pMax","pAvg","r2","rse1","rse2"
"complexity,free,timeComp1","3","2.6404144530214114e-10","9.548279478913298e-11","0.973038541017115","0.11396979815070415","0.11419570481073546"
"blocking,delay,inverseDelay","3","0.6378860106076415","0.15947150265191037","0.9679044880354077","0.12434841045055409","0.1245948892066886"
"blocking,delay,centrality","3","3.8720585130896036e-13","9.680146283026934e-14","0.977006142446885","0.1052504599780825","0.10545908349296287"
"blocking,delay,free","3","3.436389657528002e-8","8.590974143820004e-9","0.9713267052983949","0.11753220485530493","0.11776517278431599"
"blocking,delay,timeComp1","3","0.0011094640340782492","0.0002773660085195623","0.969172289267186","0.12186773003200756","0.12210929167644183"
"blocking,inverseDelay,free","3","1.628113044290756e-13","4.07028261072689e-14","0.9516904103900304","0.152557919816267","0.15286031440401074"
"blocking,inverseDelay,timeComp1","3","2.00816639482582e-10","5.0204159870645666e-11","0.9678259332404698","0.12450049081344429","0.1247472710175711"
"blocking,inverseDelay,timeComp2","3","0.637886010604377","0.16452905511339047","0.9679044880354077","0.12434841045055409","0.1245948892066886"
"blocking,centrality,free","3","0.6835060848223014","0.17095316672561303","0.9284437581786738","0.18567004632306208","0.1860380745262641"
"blocking,centrality,timeComp2","3","1.2117001998881348e-23","3.044051450538455e-24","0.9770061424468851","0.10525045997808237","0.10545908349296275"
"blocking,free,timeComp1","3","0.00023780228714865326","5.9450571815933845e-5","0.9566358173754428","0.144538541016379","0.14482503989219198"
"blocking,free,timeComp2","3","2.17262140608423e-6","5.679092735039637e-7","0.9713267052983949","0.11753220485530494","0.11776517278431599"
"blocking,timeComp1,timeComp2","3","0.03263047121667537","0.008434983812673838","0.969172289267186","0.12186773003200753","0.1221092916764418"
"delay,inverseBlocking,inverseDelay","3","0.6378860106081896","0.1594715026520474","0.9679044880354076","0.12434841045055418","0.12459488920668868"
"delay,inverseBlocking,centrality","3","3.872058513089208e-13","9.680146283025945e-14","0.9770061424468851","0.10525045997808244","0.10545908349296283"
"delay,inverseBlocking,free","3","3.436389657541494e-8","8.590974143853735e-9","0.9713267052983948","0.11753220485530495","0.11776517278431602"
"delay,inverseBlocking,timeComp1","3","0.0011094640340461447","0.0002773660085115362","0.969172289267186","0.12186773003200752","0.1221092916764418"
"delay,inverseDelay,centrality","3","0.6127771958549499","0.15319429896373749","0.9722439770341794","0.11563696995874623","0.11586618122421656"
"delay,inverseDelay,timeComp1","3","0.012374883167748844","0.00309372554731652","0.9635813755410805","0.13245850632741077","0.1327210606114641"
"delay,inverseDelay,timeComp2","3","0.6378860106081774","0.16452905511423158","0.9679044880354076","0.12434841045055417","0.12459488920668867"
"delay,centrality,free","3","8.668223224906763e-8","2.1670558062266908e-8","0.9750421948286495","0.10965319220443065","0.10987054265002781"
"delay,centrality,timeComp1","3","0.005097099117184242","0.0012742747792960606","0.9730514572130247","0.113942495611453","0.11416834815341485"
"delay,centrality,timeComp2","3","3.87205851251524e-13","9.680146281592506e-14","0.9770061424468851","0.10525045997808245","0.10545908349296283"
"delay,free,timeComp1","3","1.934670527142118e-20","4.836676317855315e-21","0.9694134706289141","0.12139007635509393","0.12163069121232183"
"delay,free,timeComp2","3","2.172621405926017e-6","5.517463256255276e-7","0.9713267052983948","0.11753220485530497","0.11776517278431603"
"delay,timeComp1,timeComp2","3","0.032630471215593974","0.00843498381241827","0.969172289267186","0.12186773003200753","0.1221092916764418"
"inverseBlocking,inverseDelay,free","3","1.628113044290756e-13","4.07028261072689e-14","0.9516904103900304","0.152557919816267","0.15286031440401074"
"inverseBlocking,inverseDelay,timeComp1","3","2.00816639482582e-10","5.0204159870645666e-11","0.9678259332404698","0.12450049081344429","0.1247472710175711"
"inverseBlocking,inverseDelay,timeComp2","3","0.637886010604377","0.16452905511339047","0.9679044880354077","0.12434841045055409","0.1245948892066886"
"inverseBlocking,centrality,free","3","0.6835060848223014","0.17095316672561303","0.9284437581786738","0.18567004632306208","0.1860380745262641"
"inverseBlocking,centrality,timeComp2","3","1.2117001998881348e-23","3.044051450538455e-24","0.9770061424468851","0.10525045997808237","0.10545908349296275"
"inverseBlocking,free,timeComp1","3","0.00023780228714865326","5.9450571815933845e-5","0.9566358173754428","0.144538541016379","0.14482503989219198"
"inverseBlocking,free,timeComp2","3","2.17262140608423e-6","5.679092735039637e-7","0.9713267052983949","0.11753220485530494","0.11776517278431599"
"inverseBlocking,timeComp1,timeComp2","3","0.03263047121667537","0.008434983812673838","0.969172289267186","0.12186773003200753","0.1221092916764418"
"inverseDelay,centrality,free","3","7.357541816328604e-18","1.839385454082151e-18","0.9572327528115385","0.1435402613471902","0.14382478147047834"
"inverseDelay,centrality,timeComp1","3","4.992040532529594e-17","1.2480101333222978e-17","0.9707992650218454","0.11860827114069218","0.11884337200794168"
"inverseDelay,centrality,timeComp2","3","0.6025286879401193","0.17721335997686777","0.9672555704398356","0.1255991784661974","0.12584813644778878"
"inverseDelay,free,timeComp1","3","0.03223053488490163","0.008057633721225407","0.9633452414766286","0.132887235157511","0.13315063925177406"
"inverseDelay,free,timeComp2","3","0.5139955136535401","0.12857195564592444","0.9688364246265101","0.12252979962292322","0.12277267359687304"
"inverseDelay,timeComp1,timeComp2","3","0.00022171629974185225","5.5540002643746814e-5","0.9702212095742546","0.1197764979347619","0.12001391441735415"
"centrality,free,timeComp1","3","0.0014880329351044253","0.00037200823377610823","0.9591478851087191","0.1402895611074533","0.14056763781462736"
"centrality,free,timeComp2","3","0.0635335591167026","0.015887073680743508","0.969203025397133","0.1218069620343689","0.12204840322675707"
"centrality,timeComp1,timeComp2","3","0.5408883246000076","0.13526582067634454","0.9686623547563286","0.1228715294315879","0.12311508076954959"
"free,timeComp1,timeComp2","3","2.6404144531239125e-10","9.548279479268021e-11","0.973038541017115","0.11396979815070414","0.11419570481073545"
"complexity,blocking,delay,inverseDelay","4","0.9999887882268931","0.7277023029318578","0.9679044880354077","0.12459488920668856","0.12484283948020602"
"complexity,blocking,delay,free","4","0.9999885542173453","0.5999917129390647","0.9713267052983948","0.117765172784316","0.11799953156892284"
"complexity,blocking,delay,timeComp1","4","0.9999892266823638","0.6002195074575584","0.969172289267186","0.12210929167644186","0.12235229548232006"
"complexity,blocking,inverseDelay,centrality","4","0.5786910232750813","0.11573820465501625","0.9770342441096707","0.10539462102459864","0.10560436177140382"
